	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	283	1,613	1,560		417	377	368	
영업이익	14	124	180		62	45	32	
영업이익(발표기준)	14	124	180		62	45	32	
세전계속사업이익	2	209	326		88	82	85	
당기순이익	2	162	247		68	63	60	
당기순이익(지배)	2	162	247		68	63	60	
당기순이익(비지배)								
자산총계	3,486	3,690	3,858		3,773	3,799	3,861	
부채총계	252	289	289		264	256	292	
자본총계	3,234	3,401	3,569		3,508	3,542	3,569	
자본총계(지배)	3,234	3,401	3,569		3,508	3,542	3,569	
자본총계(비지배)								
자본금	69	69	69		69	69	69	
영업활동현금흐름	23	225	220		4	27	115	
투자활동현금흐름	-20	-247	-64		-30	-11	-20	
재무활동현금흐름	23	-4	-56		8	5	-15	
CAPEX	7	9	16		1	5	10	
FCF	16	216	204		3	22	106	
이자발생부채	69	64	49		60	66	49	
영업이익률	5.03	7.69	11.56		14.87	11.97	8.65	
순이익률	0.71	10.03	15.84		16.37	16.76	16.28	
ROE(%)		4.88			5.74	6.72	7.09	
ROA(%)		4.51			5.34	6.26	6.54	
부채비율	7.79	8.49	8.11		7.53	7.23	8.18	
자본유보율	4,659.60	4,857.53	5,171.35		4,987.66	5,074.53	5,171.35	
EPS(원)	89	1,178	1,799		498	460	436	
PER(배)	114.15	10.78	6.86		9.48	7.29	6.86	
BPS(원)	23,552	24,771	25,991		25,551	25,797	25,993	
PBR(배)	0.43	0.51	0.48		0.53	0.48	0.48	
현금DPS(원)	0	300	500		0	0	500	
현금배당수익률	0.00	2.36	4.05					
현금배당성향(%)	0.00	25.46	27.79		0.00	0.00	114.64	
발행주식수(보통주)	13,733,015	13,733,015	13,733,015		13,733,015	13,733,015	13,733,015	
