	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	188	210	207		67	43	35	
영업이익	73	56	62		33	4	-2	
영업이익(발표기준)	73	56	62		33	4	-2	
세전계속사업이익	99	74	77		37	7	2	
당기순이익	79	60	62		30	6	2	
당기순이익(지배)	79	60	62		30	6	2	
당기순이익(비지배)								
자산총계	6,356	6,247	6,209		6,393	6,163	6,209	
부채총계	1,762	1,687	1,624		1,813	1,552	1,624	
자본총계	4,594	4,560	4,585		4,580	4,611	4,585	
자본총계(지배)	4,594	4,560	4,585		4,580	4,611	4,585	
자본총계(비지배)								
자본금	742	742	742		742	742	742	
영업활동현금흐름	-103	-100	89		14	586	-585	
투자활동현금흐름	288	14	-2		0	-1	-1	
재무활동현금흐름	-66	46	-317		-27	-242	3	
CAPEX	2	0	1		0	0	1	
FCF								
이자발생부채	0	0	0		0	0	0	
영업이익률	38.50	26.59	30.22		49.38	9.10	-5.29	
순이익률	41.84	28.63	30.10		45.09	13.31	5.21	
ROE(%)	1.72	1.31	1.36		1.33	1.20	1.36	
ROA(%)	1.24	0.95	1.00		0.89	0.88	1.00	
부채비율	38.35	36.99	35.43		39.59	33.65	35.43	
자본유보율	561.18	556.37	562.86		561.50	565.87	562.86	
EPS(원)	106	81	84		41	8	2	
PER(배)					157.00	166.03	147.24	
BPS(원)	7,387	7,320	7,469		7,437	7,492	7,469	
PBR(배)	0.43	0.37	0.33		0.34	0.33	0.33	
현금DPS(원)	120	150	120		0	0	120	
현금배당수익률	3.77	5.60	4.86					
현금배당성향(%)	96.64	158.34	120.82		0.00	0.00	4,082.12	
발행주식수(보통주)	56,702,415	56,702,415	56,702,415		56,702,415	56,702,415	56,702,415	
