	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	474	420	568		154	141	202	
영업이익	5	-37	6		10	-4	7	
영업이익(발표기준)	5	-37	6		10	-4	7	
세전계속사업이익	59	-20	1		-45	0	50	
당기순이익	56	-20	1		-45	0	50	
당기순이익(지배)	56	-20	1		-45	0	50	
당기순이익(비지배)								
자산총계	1,130	2,044	2,261		2,001	2,005	2,261	
부채총계	88	150	165		163	156	165	
자본총계	1,042	1,894	2,096		1,838	1,849	2,096	
자본총계(지배)	1,042	1,894	2,096		1,838	1,849	2,096	
자본총계(비지배)								
자본금	736	1,204	1,437		1,204	1,204	1,437	
영업활동현금흐름	33	-126	147		-41	100	103	
투자활동현금흐름	-201	-228	-875		83	-193	-416	
재무활동현금흐름	214	947	246		-1	-1	248	
CAPEX	4	0	9		0	0	0	
FCF	29	-127	138		-41	100	103	
이자발생부채	20	80	83		84	84	83	
영업이익률	0.97	-8.72	1.07		6.66	-2.87	3.47	
순이익률	11.91	-4.68	0.13		-29.45	0.05	24.68	
ROE(%)	6.62	-1.34	0.04		-2.29	-2.01	0.04	
ROA(%)	5.50	-1.24	0.03		-2.07	-1.85	0.03	
부채비율	8.46	7.92	7.87		8.84	8.42	7.87	
자본유보율	47.12	62.31	51.19		58.33	58.37	51.19	
EPS(원)	17	-4	0		-8	0	7	
PER(배)	19.37	N/A	1,817.38		N/A	N/A	1,817.40	
BPS(원)	283	315	292		305	307	292	
PBR(배)	1.17	0.85	0.75		0.84	0.83	0.75	
현금DPS(원)	0	0			0			
현금배당수익률	0.00	0.00						
현금배당성향(%)		0.00			0.00	0.00		
발행주식수(보통주)	368,136,860	602,032,963	718,312,032		602,032,963	602,032,963	718,312,032	
