	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	409	655	656		219	206	146	
영업이익	50	109	77		38	23	10	
영업이익(발표기준)	50	109	77		38	23	10	
세전계속사업이익	77	113	69		37	26	0	
당기순이익	106	92	62		38	27	-8	
당기순이익(지배)	106	92	62		38	27	-8	
당기순이익(비지배)								
자산총계	330	583	540		687	738	540	
부채총계	186	372	269		436	459	269	
자본총계	144	210	271		251	278	271	
자본총계(지배)	144	210	271		251	278	271	
자본총계(비지배)								
자본금	42	84	84		84	84	84	
영업활동현금흐름	112	-10	77		43	-35	113	
투자활동현금흐름	-9	-199	-3		-1	-1	0	
재무활동현금흐름	-107	212	-79		-9	30	-141	
CAPEX	0	203	4		0	1		
FCF	112	-213	73		43	-36	113	
이자발생부채	0	237	163		274	304	163	
영업이익률	12.28	16.63	11.69		17.14	11.18	6.66	
순이익률	25.78	13.98	9.52		17.17	13.15	-5.27	
ROE(%)	112.67	51.64	25.95		48.54	28.42	25.95	
ROA(%)	34.95	20.06	11.12		14.88	10.11	11.12	
부채비율	128.78	177.07	99.33		173.39	165.06	99.33	
자본유보율	242.85	181.39	256.22		232.81	264.98	256.22	
EPS(원)	626	544	371		224	161	-46	
PER(배)	4.07	9.49	23.56		13.40	17.86	23.56	
BPS(원)	857	1,287	1,661		1,540	1,707	1,661	
PBR(배)	2.98	4.01	5.25		5.38	4.54	5.25	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	16,851,962	16,851,962	16,851,962		16,851,962	16,851,962	16,851,962	
