	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	280	278	230		55	53	51	
영업이익	11	14	5		3	-6	0	
영업이익(발표기준)	11	14	5		3	-6	0	
세전계속사업이익	10	13	25		5	-6	-4	
당기순이익	8	10	20		4	-4	-3	
당기순이익(지배)	8	10	20		4	-4	-3	
당기순이익(비지배)								
자산총계	329	323	346		342	346	403	
부채총계	25	26	30		21	30	33	
자본총계	304	297	316		322	316	370	
자본총계(지배)	304	297	316		322	316	370	
자본총계(비지배)								
자본금	75	75	75		75	75	75	
영업활동현금흐름	32	-36	50		-4	55	-4	
투자활동현금흐름	19	48	-7		3	-48	-62	
재무활동현금흐름	-50	-25	-1		-1	-1	69	
CAPEX	1	2	0		0	-2	0	
FCF	31	-37	50		-4	57	-4	
이자발생부채	5	0	1		1	1	6	
영업이익률	3.96	5.04	2.26		4.83	-11.63	-0.28	
순이익률	2.82	3.74	8.89		8.08	-8.18	-5.65	
ROE(%)	2.44	3.46	6.67		7.16	6.67	1.25	
ROA(%)	2.22	3.19	6.10		6.61	6.10	1.16	
부채비율	8.12	8.92	9.58		6.47	9.58	8.97	
자본유보율	365.35	382.14	407.94		415.17	407.94	440.37	
EPS(원)	53	69	136		29	-29	-19	
PER(배)	78.78	54.80	50.88		34.07	50.88	220.96	
BPS(원)	2,189	2,215	2,360		2,400	2,360	2,619	
PBR(배)	1.89	1.72	2.94		2.10	2.94	2.38	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00			0.00			
발행주식수(보통주)	15,000,000	15,000,000	15,000,000		15,000,000	15,000,000	15,000,000	
