	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	455	686	1,095	1,181			249	
영업이익	58	78	164	171			34	
영업이익(발표기준)	58	78	164				34	
세전계속사업이익	56	49	160				38	
당기순이익	45	35	131	145			32	
당기순이익(지배)	45	38	132	145			32	
당기순이익(비지배)								
자산총계	235	376	919			919	962	
부채총계	70	269	224			224	250	
자본총계	164	107	694			694	712	
자본총계(지배)	164	106	694			694	712	
자본총계(비지배)								
자본금	12	10	16			16	16	
영업활동현금흐름	45	62	152				7	
투자활동현금흐름	-21	-44	-164				-45	
재무활동현금흐름	47	-6	292				-5	
CAPEX	5	18	11				11	
FCF	40	45	141			0	-4	
이자발생부채	25	52	46			46	90	
영업이익률	12.73	11.32	14.95	14.48			13.85	
순이익률	9.90	5.14	11.99	12.28			12.94	
ROE(%)	37.70		33.03					
ROA(%)	23.31		20.29					
부채비율	42.88	252.01	32.33			32.33	35.19	
자본유보율	1,309.33	903.89	4,118.70			4,118.70	4,229.48	
EPS(원)	1,970	1,612	5,196	4,401			979	
PER(배)			11.59	13.45				
BPS(원)	7,047	4,537	21,068			21,068	21,654	
PBR(배)	0.00	0.00	2.86			2.86	1.76	
현금DPS(원)	300	300	400		0	400		
현금배당수익률			0.66					
현금배당성향(%)	15.55	18.61	9.98					
발행주식수(보통주)	2,000,000	2,000,000	3,294,600		2,450,000	3,294,600	3,294,600	
