	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액			583	830			27	
영업이익	-81	-158	6	300			-85	
영업이익(발표기준)	-81	-158	6				-85	
세전계속사업이익	-98	-407	72				-78	
당기순이익	-98	-407	13				-78	
당기순이익(지배)	-98	-407	13	240			-78	
당기순이익(비지배)								
자산총계	190	116	797			797	778	
부채총계	298	576	47			47	86	
자본총계	-108	-459	750			750	692	
자본총계(지배)	-108	-459	750			750	692	
자본총계(비지배)								
자본금	10	10	31			31	32	
영업활동현금흐름	-78	-144	-77				-2	
투자활동현금흐름	41	46	-26				-302	
재무활동현금흐름	138	70	673				15	
CAPEX	0	1	5				0	
FCF	-78	-145	-82			0	-3	
이자발생부채	193	222	2			2	2	
영업이익률			1.06	36.14			-316.14	
순이익률			2.27				-290.81	
ROE(%)	163.41	143.51	9.11					
ROA(%)	-60.86	-265.76	2.90					
부채비율	-275.86	-125.33	6.29			6.29	12.46	
자본유보율	-1,245.71	-4,631.26	2,221.10			2,221.10	1,976.26	
EPS(원)	-2,405	-8,711	246	3,788			-1,245	
PER(배)			232.98	12.79				
BPS(원)	-2,337	-9,527	12,051			12,051	10,885	
PBR(배)	0.00	0.00	4.76			4.76	3.41	
현금DPS(원)	0	0	0		0	0		
현금배당수익률			0.00					
현금배당성향(%)	0.00	0.00	0.00					
발행주식수(보통주)	1,916,000	2,062,597	6,225,058		4,810,896	6,225,058	6,357,058	
