	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	469	623	602		104	117	264	
영업이익	-18	17	28		-14	-1	38	
영업이익(발표기준)	-18	17	28		-14	-1	38	
세전계속사업이익	-39	34	33		-9	23	15	
당기순이익	-35	23	20		-7	18	7	
당기순이익(지배)	-35	23	20		-7	18	7	
당기순이익(비지배)								
자산총계	555	561	659		486	512	659	
부채총계	168	154	237		89	97	237	
자본총계	387	407	421		397	415	421	
자본총계(지배)	387	407	421		397	415	421	
자본총계(비지배)								
자본금	34	34	34		34	34	34	
영업활동현금흐름	40	-10	3		-46	-46	132	
투자활동현금흐름	13	-16	8		34	49	-35	
재무활동현금흐름		-3	-7		0	0	0	
CAPEX	3	5	3		1	0	1	
FCF	37	-14	1		-47	-46	131	
이자발생부채	0	0	6		2	1	6	
영업이익률	-3.76	2.72	4.62		-13.18	-1.25	14.61	
순이익률	-7.53	3.75	3.37		-6.47	15.29	2.62	
ROE(%)	-8.73	5.89	4.91		2.63	8.21	4.91	
ROA(%)	-6.49	4.18	3.33		2.21	6.71	3.33	
부채비율	43.56	37.95	56.31		22.36	23.33	56.31	
자본유보율	1,036.56	1,106.89	1,165.80		1,094.03	1,145.79	1,165.80	
EPS(원)	-512	339	295		-97	259	100	
PER(배)	N/A	30.72	31.74		107.13	24.85	31.74	
BPS(원)	5,679	5,999	6,252		5,894	6,159	6,252	
PBR(배)	2.54	1.73	1.50		2.74	1.93	1.50	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	6,899,227	6,899,227	6,899,227		6,899,227	6,899,227	6,899,227	
