	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	878	1,035	1,165		302	324	316	
영업이익	50	73	81		17	28	17	
영업이익(발표기준)	50	73	81		17	28	17	
세전계속사업이익	47	61	76		18	23	15	
당기순이익	36	47	66		14	20	18	
당기순이익(지배)	36	47	66		14	20	18	
당기순이익(비지배)								
자산총계	272	330	487		416	487	485	
부채총계	99	138	262		215	262	281	
자본총계	173	192	225		202	225	204	
자본총계(지배)	173	192	225		202	225	204	
자본총계(비지배)								
자본금	72	72	72		72	72	72	
영업활동현금흐름	36	83	74		3	28	-23	
투자활동현금흐름	-28	-7	-45		-9	-4	-11	
재무활동현금흐름	-24	-28	-38		-10	21	-7	
CAPEX	10	7	14		4	1	9	
FCF	26	76	60		-2	26	-31	
이자발생부채	0	0	86		53	86	118	
영업이익률	5.68	7.08	6.94		5.56	8.71	5.34	
순이익률	4.08	4.52	5.68		4.63	6.22	5.56	
ROE(%)	21.02	25.64						
ROA(%)	13.14	15.54						
부채비율	56.95	72.13	116.11		106.36	116.11	137.39	
자본유보율	144.55	170.36	217.82		184.55	217.82	188.44	
EPS(원)	251	327	463		98	141	123	
PER(배)	12.11	11.60	10.67				10.07	
BPS(원)	1,245	1,378	1,622		1,451	1,622	1,471	
PBR(배)	2.44	2.75	3.05		3.49	3.05	3.28	
현금DPS(원)	200	220	250		0	250		
현금배당수익률	6.59	5.80	5.06					
현금배당성향(%)	77.55	65.43	52.49		0.00	172.38		
발행주식수(보통주)	14,300,000	14,300,000	14,300,000		14,300,000	14,300,000	14,300,000	
