	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	201	464	282	330		30	69	41
영업이익	-27	12	-11	12		-18	-4	-5
영업이익(발표기준)	-27	12	-11			-18	-4	
세전계속사업이익	-31	14	-10	14		-17	-6	
당기순이익	-24	23	-12	12		-18	-8	
당기순이익(지배)	-24	23	-12	12		-18	-8	
당기순이익(비지배)								
자산총계	143	195	403	396		420	403	
부채총계	38	67	16	118		27	16	
자본총계	105	128	386	278		393	386	
자본총계(지배)	105	128	386	278		393	386	
자본총계(비지배)								
자본금	37	37	47	42		47	47	
영업활동현금흐름	-28	6	-79	8			-24	
투자활동현금흐름	-1	3	-210	-12			40	
재무활동현금흐름	50	4	254	-2			-11	
CAPEX	0	0	0	1			0	
FCF	-28	6	-79	-8		0	-24	
이자발생부채	10	10	3			14	3	
영업이익률	-13.54	2.55	-3.80	3.48		-59.35	-5.89	-12.20
순이익률	-12.16	5.00	-4.20	3.48		-62.14	-11.27	
ROE(%)	-26.44	19.90	-4.61	3.46				
ROA(%)	-20.35	13.73	-3.97	2.88				
부채비율	36.14	52.18	4.26	42.19		6.80	4.26	
자본유보율	185.00	245.92	719.24			735.97	719.24	
EPS(원)	-334	314	-143	123		-202	-83	
PER(배)			N/A	68.14				
BPS(원)	1,425	1,730	4,143	2,989		4,220	4,143	
PBR(배)	0.00	0.00	2.15	2.81		2.38	2.15	
현금DPS(원)	0	0		0				
현금배당수익률				0.00				
현금배당성향(%)	0.00	0.00	0.00			0.00	0.00	
발행주식수(보통주)	7,392,140	7,392,140	9,318,240		7,392,140	9,318,240	9,318,240	
