	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	224	243	247		61	64	56	
영업이익	17	26	9		4	10	0	
영업이익(발표기준)	17	26	9		4	10	0	
세전계속사업이익	17	26	-115		-10	10	-2	
당기순이익	26	32	-118		-25	1	-2	
당기순이익(지배)	26	32	-118		-26	1	-1	
당기순이익(비지배)								
자산총계	105	191	345		335	345	343	
부채총계	22	77	62		69	62	62	
자본총계	83	115	283		266	283	281	
자본총계(지배)	83	115	262		246	262	261	
자본총계(비지배)								
자본금	54	54	27		26	27	27	
영업활동현금흐름	12	60	28		19	9	5	
투자활동현금흐름	-19	-24	-87		20	-107	-13	
재무활동현금흐름	1	30	100		-2	102	-1	
CAPEX	6	6	8		4	4	2	
FCF	6	55	21		15	5	2	
이자발생부채	0	29	8		17	8	6	
영업이익률	7.69	10.74	3.68		7.08	15.44	0.04	
순이익률	11.43	13.31	-47.72		-41.72	1.76	-3.08	
ROE(%)	36.86	32.65						
ROA(%)	28.13	21.80						
부채비율	26.20	66.81	21.93		26.17	21.93	22.07	
자본유보율	99.65	158.78	972.36		945.34	972.36	962.95	
EPS(원)	109	136	-478		-102	4	-5	
PER(배)			N/A					
BPS(원)	351	484	980		957	980	976	
PBR(배)			4.68		5.52	4.68	3.48	
현금DPS(원)	0	0	0		0	0		
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	23,631,266	23,720,695	26,787,117		25,687,117	26,787,117	26,787,117	
