	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	342	303	344		91	84	88	
영업이익	27	11	19		5	3	5	
영업이익(발표기준)	27	11	19		5	3	5	
세전계속사업이익	18	11	13		4	3	0	
당기순이익	16	10	12		4	3	1	
당기순이익(지배)	16	10	12		4	3	1	
당기순이익(비지배)								
자산총계	498	461	459		487	475	459	
부채총계	179	116	104		135	121	104	
자본총계	319	345	355		351	354	355	
자본총계(지배)	319	345	355		351	354	355	
자본총계(비지배)								
자본금	58	63	63		63	63	63	
영업활동현금흐름	3	18	27		-10	11	25	
투자활동현금흐름	-8	11	-2		8	-1	-3	
재무활동현금흐름	7	-32	-12		-1	-8	-10	
CAPEX	18	13	4		2	0	1	
FCF	-16	5	23		-12	11	24	
이자발생부채	125	77	69		86	78	69	
영업이익률	8.01	3.72	5.56		5.36	3.26	6.16	
순이익률	4.55	3.44	3.58		4.00	3.07	1.58	
ROE(%)	4.89	3.14	3.52		2.23	3.24	3.52	
ROA(%)	3.24	2.17	2.68		1.57	2.40	2.68	
부채비율	55.95	33.48	29.30		38.54	34.27	29.30	
자본유보율	482.93	479.70	495.32		489.04	493.11	495.32	
EPS(원)	133	86	97		29	20	11	
PER(배)	38.64	43.57	68.84		107.11	79.44	68.84	
BPS(원)	2,824	2,814	2,895		2,862	2,883	2,895	
PBR(배)	1.82	1.34	2.32		2.24	2.47	2.32	
현금DPS(원)	20	20	20		0	0	20	
현금배당수익률	0.39	0.53	0.30					
현금배당성향(%)	14.53	23.56	19.92		0.00	0.00	175.82	
발행주식수(보통주)	11,668,434	12,641,883	12,641,883		12,641,883	12,641,883	12,641,883	
