	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	337	324	345		66	145	71	
영업이익	54	45	63		-1	58	6	
영업이익(발표기준)	54	45	63		-1	58	6	
세전계속사업이익	2	72	57		1	46	14	
당기순이익	0	63	49		2	38	12	
당기순이익(지배)	-5	60	47		4	29	14	
당기순이익(비지배)	4							
자산총계	617	778	860		782	860	851	
부채총계	132	129	142		100	142	119	
자본총계	486	648	718		681	718	732	
자본총계(지배)	436	595	663		635	663	678	
자본총계(비지배)	50							
자본금	33	33	34		34	34	34	
영업활동현금흐름	64	70	76		29	54	10	
투자활동현금흐름	-122	-109	20		36	68	-78	
재무활동현금흐름	30	110	3		0	-1	0	
CAPEX	64	4	32		7	22	85	
FCF	0	65	44		22	32	-75	
이자발생부채	46	57	49		48	49	49	
영업이익률	16.05	13.89	18.33		-2.15	40.17	8.09	
순이익률	-0.09	19.39	14.14		3.03	26.08	17.27	
ROE(%)	-1.26	11.60	7.47		6.97	7.47	11.94	
ROA(%)	-0.05	9.00	5.95		5.06	5.95	8.86	
부채비율	27.13	19.98	19.77		14.73	19.77	16.31	
자본유보율	1,300.41	1,497.50	1,667.05		1,580.55	1,667.05	1,708.56	
EPS(원)	-14	180	140		13	86	41	
PER(배)	N/A	15.52	20.22		21.73	20.22	10.86	
BPS(원)	1,343	1,835	2,005		1,918	2,005	2,049	
PBR(배)	2.99	1.52	1.41		1.42	1.41	1.18	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00			0.00			
발행주식수(보통주)	33,249,362	33,249,362	33,882,273		33,882,273	33,882,273	33,882,273	
