	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	601	647	756		135	252	209	
영업이익	31	30	17		-28	29	25	
영업이익(발표기준)	31	30	17		-28	29	25	
세전계속사업이익	34	88	21		-27	29	26	
당기순이익	42	88	20		-27	28	26	
당기순이익(지배)	42	87	21		-26	29	27	
당기순이익(비지배)	0							
자산총계	493	563	594		508	594	578	
부채총계	78	79	110		51	110	95	
자본총계	415	485	484		456	484	482	
자본총계(지배)	414	483	483		454	483	481	
자본총계(비지배)	1							
자본금	55	55	55		55	55	55	
영업활동현금흐름	74	36	84		-48	85	0	
투자활동현금흐름	-77	-34	-27		21	-15	-52	
재무활동현금흐름	7	-17	-24		-2	-1	-30	
CAPEX	13	3	3		0	1	0	
FCF	61	33	81		-48	84	0	
이자발생부채	0	0	3		4	3	25	
영업이익률	5.16	4.61	2.24		-20.97	11.45	11.90	
순이익률	6.96	13.64	2.62		-20.03	11.24	12.57	
ROE(%)	10.80	19.40	4.26		18.83	4.26	5.31	
ROA(%)	8.99	16.69	3.42		16.62	3.42	4.09	
부채비율	18.79	16.19	22.66		11.23	22.66	19.71	
자본유보율	727.81	870.54	884.48		832.03	884.48	907.99	
EPS(원)	391	791	187		-240	262	241	
PER(배)	11.71	5.72	23.41		5.99	23.41	17.13	
BPS(원)	4,093	4,883	4,971		4,677	4,971	5,187	
PBR(배)	1.12	0.93	0.88		0.94	0.88	0.77	
현금DPS(원)	70	140	140		0	140		
현금배당수익률	1.53	3.09	3.20			3.17		
현금배당성향(%)	16.85	15.97	66.17		0.00	47.16		
발행주식수(보통주)	10,996,119	10,996,119	10,996,119		10,996,119	10,996,119	10,996,119	
