	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	293	322	354		89	54	157	
영업이익	13	15	-30		-9	-21	15	
영업이익(발표기준)	13	15	-30		-9	-21	15	
세전계속사업이익	2	7	-39		-11	-23	12	
당기순이익	6	10	-39		-11	-23	13	
당기순이익(지배)	6	9	-39		-12	-22	12	
당기순이익(비지배)								
자산총계	416	460	473		465	432	473	
부채총계	273	245	301		275	263	301	
자본총계	143	214	172		190	168	172	
자본총계(지배)	143	210	167		185	164	167	
자본총계(비지배)								
자본금	41	48	48		48	48	48	
영업활동현금흐름	-6	-20	57		-7	-6	69	
투자활동현금흐름	-39	-24	-17		-1	-4	-6	
재무활동현금흐름	39	26	10		11	10	-4	
CAPEX	1	3	2		0	1	0	
FCF	-7	-23	55		-8	-7	69	
이자발생부채	191	131	166		160	171	166	
영업이익률	4.44	4.75	-8.41		-9.99	-38.58	9.86	
순이익률	1.90	3.02	-10.89		-12.63	-41.95	8.02	
ROE(%)	4.01	4.90	-20.79		4.12	1.90	-20.79	
ROA(%)	1.39	2.23	-8.27		2.07	0.89	-8.27	
부채비율	191.01	114.40	175.44		144.63	156.33	175.44	
자본유보율	261.05	358.04	267.89		300.63	253.98	267.89	
EPS(원)	68	93	-408		-127	-233	128	
PER(배)	78.59	34.85	N/A		67.43	123.75	N/A	
BPS(원)	1,802	2,247	1,774		1,967	1,740	1,774	
PBR(배)	2.97	1.44	2.07		2.61	2.30	2.07	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	8,142,695	9,546,462	9,607,216		9,607,216	9,607,216	9,607,216	
