	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	232	246	262		86	95	62	
영업이익	-58	-29	-12		3	6	-6	
영업이익(발표기준)	-58	-29	-12		3	6	-6	
세전계속사업이익	-35	-23	-10		3	5	-2	
당기순이익	-27	-16	-17		5	5	-11	
당기순이익(지배)	-27	-16	-17		5	5	-11	
당기순이익(비지배)								
자산총계	608	562	601		569	637	601	
부채총계	264	233	288		250	313	288	
자본총계	345	330	313		319	324	313	
자본총계(지배)	345	330	313		319	324	313	
자본총계(비지배)								
자본금	57	57	57		57	57	57	
영업활동현금흐름	-48	-32	-14		-1	5	-7	
투자활동현금흐름	-35	9	-30		8	-4	-20	
재무활동현금흐름	119	-3	18		-3	20	1	
CAPEX	93	0	2		0	0	0	
FCF	-141	-32	-16		-1	5	-7	
이자발생부채	192	189	209		189	208	209	
영업이익률	-25.08	-11.88	-4.40		4.01	6.27	-9.73	
순이익률	-11.74	-6.49	-6.48		5.33	5.27	-17.61	
ROE(%)	-7.60	-4.74	-5.28		-8.67	-5.85	-5.28	
ROA(%)	-4.80	-2.73	-2.92		-4.96	-3.16	-2.92	
부채비율	76.41	70.54	92.10		78.57	96.70	92.10	
자본유보율	505.32	477.55	447.71		458.12	466.88	447.71	
EPS(원)	-239	-140	-149		40	44	-95	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	3,025	2,892	2,742		2,795	2,839	2,742	
PBR(배)	1.02	1.07	1.99		1.52	2.16	1.99	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	11,400,000	11,400,000	11,400,000		11,400,000	11,400,000	11,400,000	
