	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,505	1,622	1,427		369	379	312	
영업이익	125	127	47		17	13	-19	
영업이익(발표기준)	125	127	47		17	13	-19	
세전계속사업이익	13	-210	-35		-4	0	-125	
당기순이익	26	-203	-80		-25	0	-139	
당기순이익(지배)	26	-202	-70		-25	0	-132	
당기순이익(비지배)								
자산총계	7,304	7,751	8,460		8,505	8,629	8,460	
부채총계	3,997	4,380	4,526		4,783	4,530	4,526	
자본총계	3,307	3,371	3,934		3,722	4,098	3,934	
자본총계(지배)	3,307	3,212	3,767		3,563	3,882	3,767	
자본총계(비지배)								
자본금	82	82	85		82	84	85	
영업활동현금흐름	475	519	160		122	-190	204	
투자활동현금흐름	-1,522	-609	-1,032		-259	-228	-348	
재무활동현금흐름	777	-286	1,063		495	179	110	
CAPEX	1,503	336	422		57	37	140	
FCF	-1,028	183	-263		65	-226	64	
이자발생부채	2,391	2,078	2,563		2,429	2,419	2,563	
영업이익률	8.32	7.83	3.30		4.59	3.42	-6.15	
순이익률	1.74	-12.50	-5.59		-6.81	-0.03	-44.51	
ROE(%)	0.82	-6.21	-2.02		-3.49	-3.24	-2.07	
ROA(%)	0.37	-2.69	-0.98		-1.48	-1.44	-0.99	
부채비율	120.88	129.93	115.04		128.52	110.54	115.04	
자본유보율	3,267.50	2,949.15	3,408.69		3,249.28	3,547.10	3,408.69	
EPS(원)	32	-246	-85		-30	0	-156	
PER(배)	180.38	N/A	N/A		N/A	N/A	N/A	
BPS(원)	4,088	3,971	4,451		4,329	4,602	4,451	
PBR(배)	1.41	4.72	2.34		3.51	2.98	2.34	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	82,320,915	82,320,915	84,645,004		82,320,915	84,353,353	84,645,004	
