	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,617	1,420	1,640		463	454	347	
영업이익	66	50	151		85	28	-10	
영업이익(발표기준)	66	50	151		85	28	-10	
세전계속사업이익	65	25	109		91	31	-28	
당기순이익	51	14	58		62	16	-23	
당기순이익(지배)	54	17	61		63	17	-22	
당기순이익(비지배)	-2							
자산총계	1,048	954	987		1,034	1,106	987	
부채총계	655	506	478		516	573	478	
자본총계	393	448	509		518	534	509	
자본총계(지배)	395	446	509		517	533	509	
자본총계(비지배)	-2							
자본금	210	233	233		233	233	233	
영업활동현금흐름	145	4	191		108	90	16	
투자활동현금흐름	-11	-7	13		1	2	4	
재무활동현금흐름	-10	-43	-107		-38	-16	-47	
CAPEX	8	4	12		2	0	0	
FCF	137	0	180		106	90	16	
이자발생부채	433	343	272		311	295	272	
영업이익률	4.09	3.52	9.24		18.33	6.06	-2.99	
순이익률	3.16	0.97	3.54		13.50	3.61	-6.57	
ROE(%)	14.66	4.08	12.71		5.23	7.52	12.71	
ROA(%)	5.14	1.37	5.99		2.28	3.33	5.99	
부채비율	166.52	112.89	93.98		99.71	107.36	93.98	
자본유보율	91.61	95.73	118.01		122.86	129.65	118.01	
EPS(원)	1,318	384	1,304		1,354	369	-480	
PER(배)	7.15	23.45	7.78		15.08	11.95	7.78	
BPS(원)	9,421	9,581	10,939		11,102	11,463	10,939	
PBR(배)	1.00	0.94	0.93		0.77	0.86	0.93	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	4,197,449	4,653,805	4,653,805		4,653,805	4,653,805	4,653,805	
