	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액								
영업이익	-127	-167	-232		-59	-47	-69	
영업이익(발표기준)	-127	-167	-232		-59	-47	-69	
세전계속사업이익	-122	-164	-227		-57	-47	-68	
당기순이익	-122	-164	-227		-57	-47	-68	
당기순이익(지배)	-122	-164	-227		-57	-47	-68	
당기순이익(비지배)								
자산총계	157	432	205		317	272	205	
부채총계	11	38	31		33	30	31	
자본총계	145	394	174		284	242	174	
자본총계(지배)	145	394	174		284	242	174	
자본총계(비지배)								
자본금	38	48	49		48	49	49	
영업활동현금흐름	-126	-138	-240		-48	-48	-72	
투자활동현금흐름	-75	-251	204		36	64	75	
재무활동현금흐름	15	412	0		-1	2	-1	
CAPEX	0	0	0		0	0	0	
FCF	-126	-138	-240		-48	-48	-72	
이자발생부채	0	0	8		3	2	8	
영업이익률								
순이익률								
ROE(%)	-62.74	-60.87	-79.94		-115.93	-149.26	-79.94	
ROA(%)	-58.19	-55.76	-71.25		-103.35	-129.12	-71.25	
부채비율	7.88	9.62	18.04		11.59	12.60	18.04	
자본유보율	243.93	692.36	228.47		460.82	370.77	228.47	
EPS(원)	-1,636	-2,046	-2,340		-594	-479	-702	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,921	4,074	1,786		2,936	2,484	1,786	
PBR(배)	15.88	4.88	17.08		6.92	9.62	17.08	
현금DPS(원)	0	0			0			
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	7,566,192	8,536,666	8,625,566		8,540,966	8,593,966	8,625,566	
