	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,917	1,651	1,257		313	283	358	
영업이익	131	200	189		47	38	54	
영업이익(발표기준)	131	200	189		47	38	54	
세전계속사업이익	122	193	222		57	54	43	
당기순이익	98	169	183		46	46	37	
당기순이익(지배)	98	169	183		46	46	37	
당기순이익(비지배)								
자산총계	1,342	1,419	1,811		1,651	1,747	1,811	
부채총계	546	463	680		604	653	680	
자본총계	796	955	1,132		1,047	1,093	1,132	
자본총계(지배)	796	955	1,132		1,047	1,093	1,132	
자본총계(비지배)								
자본금	97	101	101		101	101	101	
영업활동현금흐름	-29	300	171		55	37	37	
투자활동현금흐름	-59	-90	-235		-1	-98	-57	
재무활동현금흐름	-50	-46	-27		-50	37	-18	
CAPEX	51	86	291		65	99	71	
FCF	-80	214	-120		-9	-62	-34	
이자발생부채	327	266	411		390	428	411	
영업이익률	6.85	12.12	15.01		15.04	13.60	14.96	
순이익률	5.09	10.27	14.54		14.60	16.42	10.21	
ROE(%)	14.04	19.36	17.52		17.03	17.58	17.52	
ROA(%)	7.43	12.28	11.32		11.06	11.48	11.32	
부채비율	68.64	48.50	60.08		57.69	59.75	60.08	
자본유보율	765.49	905.61	1,075.79		993.71	1,040.70	1,075.79	
EPS(원)	554	848	903		226	229	180	
PER(배)	9.83	4.47	8.58		9.38	7.65	8.58	
BPS(원)	4,555	5,256	6,193		5,730	5,984	6,193	
PBR(배)	1.19	0.72	1.25		1.35	1.13	1.25	
현금DPS(원)	80	80	80		0	0	80	
현금배당수익률	1.47	2.11	1.03					
현금배당성향(%)	14.33	8.58	8.00		0.00	0.00	40.03	
발행주식수(보통주)	19,465,373	20,233,814	20,233,814		20,233,814	20,233,814	20,233,814	
