	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	312	220	287		66	80	105	
영업이익	-35	-67	-5		-2	5	1	
영업이익(발표기준)	-35	-67	-5		-2	5	1	
세전계속사업이익	-65	-109	-11		-2	0	-1	
당기순이익	-59	-160	-14		-2	4	-3	
당기순이익(지배)	-59	-160	-14		-2	4	-3	
당기순이익(비지배)								
자산총계	498	333	282		324	337	282	
부채총계	93	68	64		99	124	64	
자본총계	405	265	218		225	213	218	
자본총계(지배)	405	265	218		225	213	218	
자본총계(비지배)								
자본금	138	138	138		138	138	138	
영업활동현금흐름	-74	-28	9		9	39	2	
투자활동현금흐름	-20	11	10		22	0	1	
재무활동현금흐름			-21		-10	-9	-2	
CAPEX	0	0	0			0	0	
FCF	-74	-28	9		9	39	2	
이자발생부채	0	5	2		12	2	2	
영업이익률	-11.36	-30.36	-1.59		-2.33	6.18	0.89	
순이익률	-18.91	-72.64	-4.79		-2.99	4.83	-3.07	
ROE(%)	-13.83	-47.80	-5.70		-36.21	-32.07	-5.70	
ROA(%)	-10.90	-38.52	-4.47		-27.83	-24.15	-4.47	
부채비율	23.06	25.62	29.56		44.15	58.12	29.56	
자본유보율	198.79	82.61	74.78		72.17	74.96	74.78	
EPS(원)	-214	-581	-50		-7	14	-12	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,470	961	791		816	774	791	
PBR(배)	2.00	1.73	1.88		2.61	2.50	1.88	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	27,549,644	27,549,644	27,549,644		27,549,644	27,549,644	27,549,644	
