	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	261	329	286					
영업이익	17	23	15					
영업이익(발표기준)	17	23	15					
세전계속사업이익	3	12	9					
당기순이익	2	19	10					
당기순이익(지배)	2	19	10					
당기순이익(비지배)								
자산총계	479	435	513				513	
부채총계	337	275	342				343	
자본총계	141	160	170				170	
자본총계(지배)	141	160	170				170	
자본총계(비지배)								
자본금	18	18	18				18	
영업활동현금흐름	-29	25	49					
투자활동현금흐름	-4	-5	0					
재무활동현금흐름	15	-30	-29					
CAPEX	3	1	1					
FCF	-32	24	48				0	
이자발생부채	230	202	180				180	
영업이익률	6.64	7.12	5.21					
순이익률	0.83	5.75	3.32					
ROE(%)			5.75					
ROA(%)			2.01					
부채비율	239.09	171.27	200.67				201.43	
자본유보율	558.30	662.03	713.63				713.61	
EPS(원)	6	54	27					
PER(배)								
BPS(원)	399	454	482				482	
PBR(배)								
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률		0.00	0.00					
현금배당성향(%)		0.00	0.00					
발행주식수(보통주)	33,933,252	33,933,252	33,933,252		33,933,252	33,933,252	33,933,252	
