	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	629	563	730		159	205	229	
영업이익	14	-9	10		-5	4	6	
영업이익(발표기준)	14	-9	10		-5	4	6	
세전계속사업이익	16	-5	13		-5	5	6	
당기순이익	14	-4	11		-4	4	5	
당기순이익(지배)	14	-4	11		-4	4	5	
당기순이익(비지배)								
자산총계	661	603	687		614	656	687	
부채총계	135	86	158		95	133	158	
자본총계	526	517	528		519	523	528	
자본총계(지배)	526	517	528		519	523	528	
자본총계(비지배)								
자본금	174	174	174		174	174	174	
영업활동현금흐름	2	51	-24		-18	-18	29	
투자활동현금흐름	-33	-3	-4		-1	16	-16	
재무활동현금흐름	2	-24	26		3	19	6	
CAPEX	14	2	23		1	1	19	
FCF	-12	49	-46		-19	-19	11	
이자발생부채	28	8	47		8	30	47	
영업이익률	2.24	-1.63	1.36		-2.91	2.00	2.58	
순이익률	2.28	-0.63	1.49		-2.61	2.03	2.33	
ROE(%)	2.77	-0.68	2.08		-0.20	1.61	2.08	
ROA(%)	2.17	-0.56	1.69		-0.17	1.34	1.69	
부채비율	25.64	16.59	29.97		18.40	25.37	29.97	
자본유보율	206.02	201.19	207.37		202.01	90.83	207.37	
EPS(원)	41	-10	31		-12	12	15	
PER(배)	27.38	N/A	62.76		N/A	57.65	62.76	
BPS(원)	1,552	1,527	1,559		1,531	1,543	1,559	
PBR(배)	0.73	1.03	1.26		0.85	0.89	1.26	
현금DPS(원)	15	0	15		0	0	15	
현금배당수익률	1.33	0.00	0.77					
현금배당성향(%)	35.51	0.00	46.65		0.00	0.00	95.49	
발행주식수(보통주)	34,895,243	34,895,243	34,895,243		34,895,243	34,895,243	34,895,243	
