	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,531	1,608	1,670		435	389	424	
영업이익	56	89	49		18	18	-7	
영업이익(발표기준)	56	89	49		18	18	-7	
세전계속사업이익	45	73	55		23	15	0	
당기순이익	36	53	43		18	11	0	
당기순이익(지배)	36	53	42		17	10	1	
당기순이익(비지배)								
자산총계	1,579	1,602	1,591		1,644	1,668	1,591	
부채총계	874	859	828		876	903	828	
자본총계	705	743	763		767	765	763	
자본총계(지배)	705	742	761		765	762	761	
자본총계(비지배)								
자본금	45	45	45		45	45	45	
영업활동현금흐름	-25	202	179		40	-17	134	
투자활동현금흐름	-41	-52	-25		-1	-11	-17	
재무활동현금흐름	47	-149	-152		-58	22	-131	
CAPEX	21	36	45		13	14	5	
FCF	-46	165	134		27	-31	129	
이자발생부채	599	455	335		429	465	335	
영업이익률	3.69	5.55	2.93		4.20	4.62	-1.69	
순이익률	2.33	3.30	2.57		4.23	2.75	0.11	
ROE(%)	5.19	7.34	5.58		6.38	5.71	5.58	
ROA(%)	2.32	3.34	2.69		3.05	2.76	2.69	
부채비율	123.95	115.57	108.49		114.23	118.08	108.49	
자본유보율	1,188.04	1,281.11	1,391.45		1,367.31	1,390.21	1,391.45	
EPS(원)	396	590	466		193	115	8	
PER(배)	9.20	6.49	9.09		8.26	8.55	9.09	
BPS(원)	8,136	8,559	9,150		8,827	9,152	9,150	
PBR(배)	0.45	0.45	0.46		0.50	0.45	0.46	
현금DPS(원)	80	100	90		0	0	90	
현금배당수익률	2.20	2.61	2.13					
현금배당성향(%)	17.72	16.31	17.85		0.00	0.00	1,073.74	
발행주식수(보통주)	9,000,000	9,000,000	9,000,000		9,000,000	9,000,000	9,000,000	
