	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	820	725	894		251	291	205	
영업이익	11	9	21		11	7	5	
영업이익(발표기준)	11	9	21		11	7	5	
세전계속사업이익	6	-15	12		9	4	3	
당기순이익	2	-18	7		7	3	1	
당기순이익(지배)	2	-18	7		7	3	1	
당기순이익(비지배)								
자산총계	502	476	480		577	515	480	
부채총계	343	332	322		429	364	322	
자본총계	159	145	159		148	151	159	
자본총계(지배)	159	145	159		148	151	159	
자본총계(비지배)								
자본금	20	20	20		20	20	20	
영업활동현금흐름	-17	10	55		-25	81	32	
투자활동현금흐름	-11	-16	-10		0	-1	-1	
재무활동현금흐름	24	-5	-3		37	-61	-20	
CAPEX	17	16	12		0	0	1	
FCF	-34	-7	43		-25	80	30	
이자발생부채	243	238	236		318	257	236	
영업이익률	1.36	1.18	2.35		4.58	2.28	2.34	
순이익률	0.29	-2.47	0.81		2.88	1.05	0.30	
ROE(%)	1.47	-11.79	4.79		-8.02	-5.30	4.79	
ROA(%)	0.48	-3.67	1.52		-2.23	-1.54	1.52	
부채비율	215.03	229.06	202.99		289.49	240.84	202.99	
자본유보율	690.53	616.34	692.69		634.37	649.63	692.69	
EPS(원)	59	-448	182		180	76	15	
PER(배)	94.85	N/A	43.57		N/A	N/A	43.57	
BPS(원)	3,985	3,619	3,963		3,704	3,780	3,963	
PBR(배)	1.41	1.31	2.00		1.45	3.90	2.00	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	4,000,000	4,000,000	4,000,000		4,000,000	4,000,000	4,000,000	
