	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	215	231	365		72	95	143	
영업이익	2	-13	-30		-15	-13	2	
영업이익(발표기준)	2	-13	-30		-15	-13	2	
세전계속사업이익	-34	-51	-64		-20	-32	-7	
당기순이익	-34	-51	-64		-20	-32	-7	
당기순이익(지배)	-34	-50	-62		-16	-31	-6	
당기순이익(비지배)								
자산총계	290	284	631		329	335	631	
부채총계	154	177	403		177	184	403	
자본총계	136	107	228		152	151	228	
자본총계(지배)	136	96	222		143	142	222	
자본총계(비지배)								
자본금	160	164	61		220	239	61	
영업활동현금흐름	2	-13	-24		-7	-16	5	
투자활동현금흐름	-72	10	-172		-54	24	-149	
재무활동현금흐름	25	16	346		58	11	277	
CAPEX	2	12	5		1	2	2	
FCF	0	-25	-29		-7	-18	3	
이자발생부채	82	82	241		99	92	241	
영업이익률	0.93	-5.79	-8.26		-20.61	-13.44	1.27	
순이익률	-15.56	-22.19	-17.60		-28.23	-33.15	-4.67	
ROE(%)	-31.04		-38.67		-44.54	-65.12	-38.67	
ROA(%)	-11.55		-14.02		-21.62	-28.22	-14.02	
부채비율	113.62	164.99	176.39		116.78	122.20	176.39	
자본유보율	-2.79	-28.99	273.82		-25.74	-32.12	273.82	
EPS(원)	-143	-151	-152		-48	-71	-13	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	427	294	366		326	298	366	
PBR(배)	2.46	1.59	2.73		3.86	3.03	2.73	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	31,903,723	32,795,285	60,855,285		43,935,285	47,815,285	60,855,285	
