	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	470	445	324		64	85	69	
영업이익	-108	15	-45		-12	-2	-20	
영업이익(발표기준)	-108	15	-45		-12	-2	-20	
세전계속사업이익	-103	23	-38		-10	2	-23	
당기순이익	-105	15	-43		-10	2	-28	
당기순이익(지배)	-105	15	-43		-10	2	-28	
당기순이익(비지배)	0							
자산총계	373	387	296		338	346	296	
부채총계	98	97	50		67	73	50	
자본총계	275	289	245		271	274	245	
자본총계(지배)	275	289	245		271	274	245	
자본총계(비지배)	0							
자본금	56	56	56		56	56	56	
영업활동현금흐름	-47	-66	0		-2	34	-19	
투자활동현금흐름	5	52	0		0		0	
재무활동현금흐름	2	0	-2		0	-1	-2	
CAPEX	1	0	0				0	
FCF	-48	-66	0		-2	34	-19	
이자발생부채	0		2		3	2	2	
영업이익률	-23.05	3.47	-13.80		-18.16	-2.80	-29.32	
순이익률	-22.33	3.29	-13.34		-15.02	2.69	-40.10	
ROE(%)	-33.25	5.20	-16.18		-4.15	-1.14	-15.54	
ROA(%)	-22.30	3.86	-12.68		-3.21	-0.90	-12.18	
부채비율	35.58	33.64	20.48		24.58	26.62	20.48	
자본유보율	370.59	395.92	318.54		363.83	367.91	318.54	
EPS(원)	-931	131	-385		-86	20	-245	
PER(배)	N/A	22.14	N/A		N/A	N/A	N/A	
BPS(원)	2,530	2,661	2,256		2,496	2,517	2,256	
PBR(배)	1.50	1.09	1.03		1.07	1.11	1.03	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00		0.00		0.00	0.00	0.00	
발행주식수(보통주)	11,250,000	11,250,000	11,250,000		11,250,000	11,250,000	11,250,000	
