	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	156	127	171					
영업이익	2	-5	-6					
영업이익(발표기준)	2	-5	-6			-1		
세전계속사업이익	-17	-8	-85			0		
당기순이익	-14	-6	-73			0		
당기순이익(지배)	-14	-6	-72			0		
당기순이익(비지배)								
자산총계	148	172	291			98	287	
부채총계	88	156	138			12	136	
자본총계	60	16	153			86	151	
자본총계(지배)	60	16	150			86	151	
자본총계(비지배)								
자본금	24	16	19			4	19	
영업활동현금흐름	3	4	2				3	
투자활동현금흐름	-13	-8	57				57	
재무활동현금흐름	8	14	24				24	
CAPEX	1	0	2				2	
FCF	2	4	0			0	1	
이자발생부채	62	101	73			0	73	
영업이익률	1.33	-4.15	-3.39					
순이익률	-9.09	-4.62	-42.92					
ROE(%)	-21.22		-87.25					
ROA(%)	-8.92		-31.63					
부채비율	147.82	995.44	90.13			14.61	90.10	
자본유보율	149.16	-0.06	709.57			1,800.99	712.19	
EPS(원)	-72	-30	-355			0		
PER(배)			N/A					
BPS(원)	303	83	708			407	710	
PBR(배)			2.73				2.72	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00			0.00		
발행주식수(보통주)	16,243,640	16,243,640	18,656,254		18,397,566	18,397,566	18,656,254	
