	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	433	587	322		103	94	75	
영업이익	19	23	-9		-1	-1	0	
영업이익(발표기준)	19	23	-9		-1	-1	0	
세전계속사업이익	11	42	-4		0	1	0	
당기순이익	10	41	-5		0	1	-1	
당기순이익(지배)	10	41	-5		0	2	-1	
당기순이익(비지배)								
자산총계	502	325	272		288	279	272	
부채총계	313	100	54		68	57	54	
자본총계	189	226	218		221	222	218	
자본총계(지배)	189	226	218		220	222	218	
자본총계(비지배)								
자본금	94	94	94		94	94	94	
영업활동현금흐름	14	14	10		48	7	-2	
투자활동현금흐름	218	-66	3		-43	4	-8	
재무활동현금흐름	-240	-3	-4		-2	-2	-1	
CAPEX	5	33	1		0	0	0	
FCF	10	-19	8		48	7	-3	
이자발생부채	0	0	2		4	4	2	
영업이익률	4.30	3.89	-2.86		-0.91	-0.77	-0.08	
순이익률	2.31	6.98	-1.67		0.31	1.58	-1.75	
ROE(%)	5.18	19.77	-2.34		10.30	1.93	-2.34	
ROA(%)	1.90	9.91	-1.80		7.09	1.38	-1.80	
부채비율	165.44	44.15	24.95		30.66	25.53	24.95	
자본유보율	18.46	167.96	162.11		162.19	164.00	162.11	
EPS(원)	53	218	-28		2	8	-7	
PER(배)	33.98	8.62	N/A		28.59	148.43	N/A	
BPS(원)	1,004	1,197	1,155		1,170	1,181	1,155	
PBR(배)	1.80	1.57	2.40		2.83	2.87	2.40	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	18,835,150	18,835,150	18,835,150		18,835,150	18,835,150	18,835,150	
