	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,685	930	395		77	41	46	
영업이익	-196	-229	-148		-40	-39	-11	
영업이익(발표기준)	-196	-229	-148		-40	-39	-11	
세전계속사업이익	-238	-272	-133		-46	-39	-13	
당기순이익	-238	-288	-115		-46	-22	-13	
당기순이익(지배)	-238	-287	-113		-46	-21	-13	
당기순이익(비지배)								
자산총계	953	780	768		513	768	467	
부채총계	536	628	374		454	374	85	
자본총계	417	152	394		59	394	382	
자본총계(지배)	417	153	394		61	394	382	
자본총계(비지배)								
자본금	332	332	256		7	256	256	
영업활동현금흐름	-13	-5	1		4	15	-46	
투자활동현금흐름	-55	-27	138		27	-4	-5	
재무활동현금흐름	7	56	183		-30	315	-272	
CAPEX	26	7	7		0	0		
FCF	-40	-12	-5		4	15	-46	
이자발생부채	413	471	304		340	304	33	
영업이익률	-11.60	-24.59	-37.39		-51.72	-93.45	-24.34	
순이익률	-14.10	-31.01	-29.24		-60.18	-53.30	-28.23	
ROE(%)	-45.04	-100.99	-41.43		-143.69	-41.43	-45.68	
ROA(%)	-21.67	-33.28	-14.91		-36.33	-14.91	-19.27	
부채비율	128.68	413.02	94.98		773.36	94.98	22.33	
자본유보율	18.13	-68.31	35.28		98.09	35.28	30.20	
EPS(원)	-301,834	-359,914	-12,211		-58,144	-617	-25	
PER(배)	N/A	0.00	N/A		0.00	N/A	N/A	
BPS(원)	521,364	191,174	769		76,142	769	745	
PBR(배)	0.01	0.01	1.57		0.02	1.57	1.62	
현금DPS(원)	0	0	0		0	0		
현금배당수익률	0.00	0.00	0.00		0.00			
현금배당성향(%)	0.00	0.00			0.00			
발행주식수(보통주)	79,869	79,869	51,256,571		79,869	51,256,571	51,256,571	
