	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	603	644	753		219	199	131	
영업이익	-162	-177	-16		-1	-4	-20	
영업이익(발표기준)	-162	-177	-16		-1	-4	-20	
세전계속사업이익	-285	-456	-85		0	-17	-60	
당기순이익	-259	-452	-62		0	-21	-34	
당기순이익(지배)	-240	-425	-35		4	-15	-24	
당기순이익(비지배)	-19							
자산총계	1,162	1,080	1,056		1,206	1,261	1,056	
부채총계	531	632	494		654	700	494	
자본총계	631	448	563		552	561	563	
자본총계(지배)	597	441	583		536	549	583	
자본총계(비지배)	34							
자본금	172	252	457		348	376	457	
영업활동현금흐름	-183	-78	30		57	-6	-9	
투자활동현금흐름	-47	-87	-85		-32	-22	-19	
재무활동현금흐름	210	46	21		-6	20	3	
CAPEX	55	23	92		74	25	-12	
FCF	-237	-101	-62		-17	-31	4	
이자발생부채	390	430	316		395	398	316	
영업이익률	-26.84	-27.51	-2.11		-0.31	-2.12	-15.18	
순이익률	-42.96	-70.18	-8.16		-0.18	-10.78	-25.76	
ROE(%)	-39.66	-81.86	-6.83		-41.23	-42.44	-6.83	
ROA(%)	-21.57	-40.28	-5.76		-22.51	-22.88	-5.76	
부채비율	84.19	140.90	87.77		118.40	124.89	87.77	
자본유보율	307.38	113.82	55.84		89.85	79.50	55.84	
EPS(원)	-945	-980	-53		7	-20	-31	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,737	874	637		769	731	637	
PBR(배)	0.85	0.92	1.20		0.88	0.94	1.20	
현금DPS(원)	0	0			0	0		
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	34,342,127	50,495,842	91,462,617		69,670,334	75,176,914	91,462,617	
