	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	380	353	370		99	106	103	
영업이익	52	9	-25		12	4	-40	
영업이익(발표기준)	52	9	-25		12	4	-40	
세전계속사업이익	32	1	-129		-1	-26	-103	
당기순이익	31	3	-94		2	-19	-79	
당기순이익(지배)	31	3	-94		2	-19	-79	
당기순이익(비지배)								
자산총계	924	938	862		971	932	862	
부채총계	74	107	110		135	116	110	
자본총계	851	832	752		836	817	752	
자본총계(지배)	851	832	752		836	817	752	
자본총계(비지배)								
자본금	44	44	44		44	44	44	
영업활동현금흐름	17	73	45		-5	22	32	
투자활동현금흐름	-60	-49	-118		-35	-31	-46	
재무활동현금흐름	-17	6	16		18	-19	17	
CAPEX	18	15	23		2	3	17	
FCF	-1	58	22		-7	20	15	
이자발생부채	35	59	48		73	52	48	
영업이익률	13.71	2.61	-6.65		11.67	3.41	-38.95	
순이익률	8.27	0.77	-25.43		1.77	-18.19	-76.48	
ROE(%)		0.32	-11.79		-0.48	-2.90	-11.32	
ROA(%)		0.29	-10.49		-0.42	-2.56	-10.08	
부채비율	8.69	12.82	14.68		16.13	14.16	14.68	
자본유보율	1,833.03	1,790.50	1,608.72		1,800.12	1,756.20	1,608.72	
EPS(원)	357	31	-1,070		20	-220	-899	
PER(배)	24.79	172.63	N/A		N/A	N/A	N/A	
BPS(원)	9,665	9,453	8,544		9,501	9,281	8,544	
PBR(배)	0.92	0.57	0.70		0.56	0.66	0.70	
현금DPS(원)	281							
현금배당수익률	3.17							
현금배당성향(%)	78.61	0.00			0.00	0.00		
발행주식수(보통주)	8,800,000	8,800,000	8,800,000		8,800,000	8,800,000	8,800,000	
