	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,845	2,747	2,092		446	538	537	
영업이익	162	137	25		-15	17	9	
영업이익(발표기준)	162	137	25		-15	17	9	
세전계속사업이익	171	137	16		-18	14	8	
당기순이익	133	99	10		-13	9	7	
당기순이익(지배)	127	94	7		-14	8	6	
당기순이익(비지배)	6							
자산총계	1,139	1,333	1,304		1,247	1,290	1,304	
부채총계	337	448	419		379	413	419	
자본총계	803	885	885		868	877	885	
자본총계(지배)	778	856	853		838	846	853	
자본총계(비지배)	25							
자본금	96	96	96		96	96	96	
영업활동현금흐름	17	36	117		-69	48	69	
투자활동현금흐름	-1	-53	-40		-18	-15	-18	
재무활동현금흐름	37	18	-54		-10	-26	-15	
CAPEX	4	12	4		2	1	0	
FCF	13	24	113		-71	47	69	
이자발생부채	185	223	210		235	209	210	
영업이익률	5.71	4.99	1.22		-3.40	3.25	1.65	
순이익률	4.68	3.61	0.46		-2.96	1.63	1.21	
ROE(%)	17.73	11.55	0.83		0.30	-0.38	0.83	
ROA(%)	12.33	8.01	0.73		0.40	-0.03	0.74	
부채비율	41.95	50.60	47.36		43.74	47.04	47.36	
자본유보율	719.88	799.04	792.61		778.35	786.61	792.61	
EPS(원)	665	494	37		-72	41	30	
PER(배)	13.25	9.84	134.37		432.81	N/A	134.37	
BPS(원)	4,153	4,538	4,523		4,441	4,487	4,523	
PBR(배)	2.12	1.07	1.10		1.28	0.99	1.10	
현금DPS(원)	100	70						
현금배당수익률	1.14	1.44						
현금배당성향(%)	14.74	14.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	19,114,432	19,114,432	19,114,432		19,114,432	19,114,432	19,114,432	
