	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	664	517	537		137	139	130	
영업이익	53	12	17		6	7	1	
영업이익(발표기준)	53	12	17		6	7	1	
세전계속사업이익	104	7	70		29	15	7	
당기순이익	84	4	51		21	9	6	
당기순이익(지배)	80	6	50		21	8	6	
당기순이익(비지배)	4							
자산총계	1,572	1,563	1,622		1,563	1,622	1,652	
부채총계	227	221	236		186	236	268	
자본총계	1,346	1,343	1,387		1,377	1,387	1,384	
자본총계(지배)	1,287	1,285	1,327		1,319	1,327	1,325	
자본총계(비지배)	59							
자본금	59	59	59		59	59	59	
영업활동현금흐름	-42	7	-26		-16	45	38	
투자활동현금흐름	34	5	132		90	12	3	
재무활동현금흐름	-13	-12	-8					
CAPEX	1	0					1	
FCF	-42	7	-26		-16	45	37	
이자발생부채	1	0	0		0	0	0	
영업이익률	8.03	2.29	3.13		4.33	5.10	0.84	
순이익률	12.70	0.87	9.54		15.42	6.77	4.42	
ROE(%)	6.41	0.46	3.81		1.44	3.81	3.66	
ROA(%)	5.48	0.29	3.22		1.05	3.22	3.08	
부채비율	16.86	16.45	17.00		13.54	17.00	19.35	
자본유보율	2,091.40	2,081.47	2,159.19		2,145.71	2,159.19	2,155.48	
EPS(원)	683	50	424		182	67	51	
PER(배)	8.34	217.60	38.00		52.63	38.00	36.90	
BPS(원)	10,960	10,942	11,305		11,234	11,305	11,285	
PBR(배)	0.52	1.00	1.42		0.76	1.42	1.33	
현금DPS(원)	100	70	70		0	70		
현금배당수익률	1.75	0.64	0.43					
현금배당성향(%)	14.64	139.11	16.52		0.00	103.92		
발행주식수(보통주)	11,740,000	11,740,000	11,740,000		11,740,000	11,740,000	11,740,000	
