	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	3,275	3,466	2,853		751	832	579	
영업이익	334	424	331		103	107	38	
영업이익(발표기준)	334	424	331		103	107	38	
세전계속사업이익	271	462	394		126	135	16	
당기순이익	217	350	308		98	105	12	
당기순이익(지배)	217	350	308		98	105	12	
당기순이익(비지배)								
자산총계	3,019	3,253	3,531		3,446	3,532	3,531	
부채총계	405	355	352		396	368	352	
자본총계	2,614	2,898	3,179		3,050	3,164	3,179	
자본총계(지배)	2,614	2,898	3,179		3,050	3,164	3,179	
자본총계(비지배)								
자본금	78	78	78		78	78	78	
영업활동현금흐름	236	269	744		367	61	316	
투자활동현금흐름	-424	-218	-68		-55	-24	11	
재무활동현금흐름	-45	-45	-59		-59			
CAPEX	27	19	373		112	113	148	
FCF	208	250	371		256	-52	167	
이자발생부채	2	0	0		0	0	0	
영업이익률	10.21	12.24	11.61		13.75	12.82	6.62	
순이익률	6.63	10.11	10.78		13.00	12.64	2.06	
ROE(%)	8.61	12.72						
ROA(%)	7.52	11.18						
부채비율	15.51	12.25	11.06		12.99	11.63	11.06	
자본유보율	3,163.63	3,552.37	3,884.73		3,734.28	3,869.41	3,884.73	
EPS(원)	1,394	2,250	1,975		627	676	77	
PER(배)	11.73	6.18	6.51					
BPS(원)	17,578	19,489	21,380		20,510	21,278	21,380	
PBR(배)	0.93	0.71	0.60		0.68	0.59	0.60	
현금DPS(원)	300	400	400		0	0	400	
현금배당수익률	1.83	2.88	3.11					
현금배당성향(%)	20.55	16.97	19.34		0.00	0.00	498.56	
발행주식수(보통주)	15,574,552	15,574,552	15,574,552		15,574,552	15,574,552	15,574,552	
