	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	77	64	75		19	16	10	
영업이익	-29	-14	1		2	1	-2	
영업이익(발표기준)	-29	-14	1		2	1	-2	
세전계속사업이익	-27	-108	89		-3	68	31	
당기순이익	-27	-108	140		-3	120	26	
당기순이익(지배)	-27	-108	140		-3	120	26	
당기순이익(비지배)	0							
자산총계	688	576	723		599	723	781	
부채총계	31	24	27		27	27	59	
자본총계	657	551	696		572	696	722	
자본총계(지배)	656	551	695		571	695	721	
자본총계(비지배)	1							
자본금	518	518	129		129	129	129	
영업활동현금흐름	-13	-30	-22		-8	-2	-13	
투자활동현금흐름	-29	-5	23		2	1	47	
재무활동현금흐름	195	-3	-2		-1	0	0	
CAPEX	27	2	1		0		0	
FCF	-39	-32	-23		-9	-2	-13	
이자발생부채	0	0	3		4	3	3	
영업이익률	-38.11	-22.09	1.84		11.80	6.71	-16.68	
순이익률	-34.99	-168.25	187.52		-17.95	757.88	249.91	
ROE(%)	-4.64	-17.96	22.50		-13.47	22.50	25.58	
ROA(%)	-4.46	-17.16	21.59		-12.96	21.59	24.05	
부채비율	4.75	4.42	3.90		4.67	3.90	8.22	
자본유보율	30.81	9.01	444.14		351.92	444.14	464.02	
EPS(원)	-26	-84	108		-3	92	20	
PER(배)	N/A	N/A	3.00		N/A	3.00	2.81	
BPS(원)	510	428	540		444	540	560	
PBR(배)	0.85	0.77	0.60		0.65	0.60	0.63	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	129,484,149	129,484,149	129,484,148		129,484,148	129,484,148	129,484,148	
