	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	288	254	196		48	53	49	
영업이익	-3	-37	-11		1	0	-4	
영업이익(발표기준)	-3	-37	-11		1	0	-4	
세전계속사업이익	-7	-73	-7		3	1	-20	
당기순이익	-6	-73	-7		3	1	-20	
당기순이익(지배)	-6	-73	-7		3	1	-20	
당기순이익(비지배)								
자산총계	445	397	223		246	256	223	
부채총계	321	244	90		136	142	90	
자본총계	124	153	133		109	114	133	
자본총계(지배)	124	153	133		109	114	133	
자본총계(비지배)								
자본금	28	43	60		43	43	60	
영업활동현금흐름	2	-35	-9		-4	64	1	
투자활동현금흐름	-23	-40	79		-3	-57	-42	
재무활동현금흐름	10	71	-68		-5	3	25	
CAPEX	42	16	14		1	3	7	
FCF	-40	-51	-23		-5	61	-5	
이자발생부채	147	134	36		35	38	36	
영업이익률	-1.10	-14.49	-5.79		2.06	0.46	-8.71	
순이익률	-2.17	-28.67	-3.44		6.02	1.95	-40.22	
ROE(%)	-5.15	-52.68	-4.71		-26.36	-7.95	-5.19	
ROA(%)	-1.58	-17.30	-2.17		-10.62	-2.93	-2.40	
부채비율	260.00	159.47	67.43		124.95	124.08	67.43	
자본유보율	199.05	130.15	118.60		157.66	160.09	118.60	
EPS(원)	-24	-206	-14		7	2	-34	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	442	358	222		256	267	222	
PBR(배)	1.64	2.34	3.78		3.28	3.14	3.78	
현금DPS(원)	0	0			0			
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	27,954,900	42,681,681	60,094,725		42,681,681	42,681,681	60,094,725	
