	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	539	623	654		177	169	173	
영업이익	24	3	10		8	2	1	
영업이익(발표기준)	24	3	10		8	2	1	
세전계속사업이익	14	16	13		6	1	2	
당기순이익	12	14	12		5	0	2	
당기순이익(지배)	12	14	12		5	0	2	
당기순이익(비지배)								
자산총계	582	591	606		600	612	606	
부채총계	64	65	82		78	89	82	
자본총계	518	526	525		522	523	525	
자본총계(지배)	518	526	525		522	523	525	
자본총계(비지배)								
자본금	26	26	26		26	26	26	
영업활동현금흐름	-18	59	-17		-24	9	16	
투자활동현금흐름	6	-26	-16		0	-14	1	
재무활동현금흐름	9	-6	-6		-6			
CAPEX	25	12	17		1	8	4	
FCF	-43	48	-33		-25	0	12	
이자발생부채	15	15	15		15	15	15	
영업이익률	4.39	0.55	1.52		4.29	1.06	0.43	
순이익률	2.23	2.28	1.80		2.62	0.27	1.14	
ROE(%)	2.34	2.72	2.24		2.38	2.47	2.24	
ROA(%)	2.12	2.42	1.96		2.06	2.16	1.96	
부채비율	12.29	12.38	15.60		14.86	17.09	15.60	
자본유보율	1,896.46	1,925.21	1,921.17		1,912.48	1,914.24	1,921.17	
EPS(원)	232	273	226		89	9	38	
PER(배)	26.60	20.18	24.19		24.50	26.73	24.19	
BPS(원)	10,023	10,167	10,146		10,103	10,112	10,146	
PBR(배)	0.61	0.54	0.54		0.58	0.66	0.54	
현금DPS(원)	110	120	110		0	0	110	
현금배당수익률	1.79	2.18	2.01					
현금배당성향(%)	47.22	43.70	48.44		0.00	0.00	288.99	
발행주식수(보통주)	5,200,000	5,200,000	5,200,000		5,200,000	5,200,000	5,200,000	
