	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	562	533	528		126	121	183	
영업이익	62	48	22		5	5	9	
영업이익(발표기준)	62	48	22		5	5	9	
세전계속사업이익	60	44	22		6	7	2	
당기순이익	47	33	16		4	5	2	
당기순이익(지배)	47	33	16		4	5	2	
당기순이익(비지배)								
자산총계	903	907	940		896	913	940	
부채총계	122	109	130		99	111	130	
자본총계	781	798	810		798	803	810	
자본총계(지배)	781	798	810		798	803	810	
자본총계(비지배)								
자본금	162	162	162		162	162	162	
영업활동현금흐름	-26	28	3		1	-6	-7	
투자활동현금흐름	1	-34	-56		-2	-16	-19	
재무활동현금흐름	-18	-20	-7		-12	1	4	
CAPEX	5	19	60		17	26	9	
FCF	-30	9	-57		-15	-31	-15	
이자발생부채	17	18	22		17	18	22	
영업이익률	11.05	9.02	4.11		3.67	4.14	4.73	
순이익률	8.34	6.28	3.06		3.44	4.16	0.90	
ROE(%)	6.03	4.24	2.01		4.00	3.27	2.01	
ROA(%)	5.05	3.70	1.75		3.54	2.88	1.75	
부채비율	15.60	13.60	16.04		12.39	13.80	16.04	
자본유보율	383.57	394.27	401.08		393.26	396.36	401.08	
EPS(원)	144	103	50		13	15	5	
PER(배)	26.84	20.71	33.55		19.57	21.14	33.55	
BPS(원)	2,457	2,511	2,548		2,509	2,525	2,548	
PBR(배)	1.58	0.85	0.66		0.76	0.67	0.66	
현금DPS(원)	65	35	15		0	0	15	
현금배당수익률	1.68	1.64	0.90					
현금배당성향(%)	44.11	33.25	29.52		0.00	0.00	290.90	
발행주식수(보통주)	32,446,151	32,446,151	32,446,151		32,446,151	32,446,151	32,446,151	
