	2017/03	2018/03	2019/03	2020/03	2019/06	2019/09	2019/12	2020/03
매출액	106	500	438		87	95	97	
영업이익	-11	11	-20		-4	-2	-3	
영업이익(발표기준)	-11	11	-20		-4	-2	-3	
세전계속사업이익	-18	7	-8		-5	6	0	
당기순이익	-18	6	-9		-5	6	-1	
당기순이익(지배)	-18	6	-9		-5	6	-1	
당기순이익(비지배)								
자산총계	367	364	332		343	351	341	
부채총계	173	167	142		156	146	139	
자본총계	195	197	190		186	205	201	
자본총계(지배)	195	197	190		186	205	201	
자본총계(비지배)								
자본금	194	194	194		194	200	200	
영업활동현금흐름	-4	-4	-12		4	8	5	
투자활동현금흐름	13	-3	-4		-3	-2	8	
재무활동현금흐름	-3	-6	-6		-3	7	-3	
CAPEX	0	4	4		2	1	1	
FCF	-4	-8	-16		2	6	4	
이자발생부채	56	51	49		60	59	56	
영업이익률	-10.60	2.20	-4.55		-4.76	-1.98	-2.69	
순이익률	-16.88	1.20	-1.97		-6.05	5.90	-0.57	
ROE(%)	-8.59	3.06	-4.47		-5.53	2.10	2.84	
ROA(%)	-4.62	1.64	-2.49		-3.00	1.18	1.62	
부채비율	88.62	84.66	74.74		83.90	71.04	69.23	
자본유보율	13.01	16.66	9.50		6.76	10.94	10.66	
EPS(원)	-46	15	-22		-14	14	-1	
PER(배)	N/A	48.12	N/A		N/A	82.72	81.83	
BPS(원)	503	508	490		481	513	503	
PBR(배)	1.18	1.46	1.69		1.60	1.71	2.29	
현금DPS(원)	0	0	0					
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	38,726,201	38,726,201	38,726,201		38,726,201	40,016,523	40,016,523	
