	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	2,108	1,865	1,384		317	431	289	
영업이익	17	0	1		3	10	-9	
영업이익(발표기준)	17	0	1		3	10	-9	
세전계속사업이익	21	6	4		4	9	-10	
당기순이익	16	5	3		3	7	-9	
당기순이익(지배)	16	5	3		3	7	-9	
당기순이익(비지배)								
자산총계	845	764	854		675	854	794	
부채총계	420	336	427		254	427	378	
자본총계	425	429	427		421	427	417	
자본총계(지배)	425	429	427		421	427	417	
자본총계(비지배)								
자본금	99	99	99		99	99	99	
영업활동현금흐름	156	-36	-84		-32	14	42	
투자활동현금흐름	-46	-15	2		-2	1	-6	
재무활동현금흐름	-7	-8	0		23	-16	24	
CAPEX	1	3	0			0	0	
FCF	155	-39	-85		-32	14	42	
이자발생부채	0	0	19		33	19	43	
영업이익률	0.81	0.03	0.09		0.89	2.25	-3.17	
순이익률	0.78	0.25	0.19		1.05	1.63	-3.02	
ROE(%)	3.87	1.11	0.63		-0.89	0.63	-1.16	
ROA(%)	1.97	0.59	0.33		-0.50	0.33	-0.61	
부채비율	98.70	78.32	99.88		60.31	99.88	90.59	
자본유보율	292.08	295.69	294.19		287.95	294.19	283.80	
EPS(원)	83	24	14		17	36	-44	
PER(배)	54.54	281.05	340.35		N/A	340.35	N/A	
BPS(원)	2,146	2,164	2,157		2,126	2,157	2,105	
PBR(배)	2.10	3.11	2.14		2.68	2.14	1.61	
현금DPS(원)	40	20	10		0	10		
현금배당수익률	0.89	0.30	0.22					
현금배당성향(%)	48.37	83.51	73.82		0.00	28.17		
발행주식수(보통주)	19,805,760	19,805,760	19,805,760		19,805,760	19,805,760	19,805,760	
