	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	265	321	421	562	131	87	126	128
영업이익	54	64	79	124	20	26	27	29
영업이익(발표기준)	54	64	79		20	26	27	
세전계속사업이익	56	68	82	132	21	26	28	30
당기순이익	45	49	49	104	16	6	23	
당기순이익(지배)	45	49	49	104	16	6	23	22
당기순이익(비지배)								
자산총계	357	436	534	700	524	534	554	
부채총계	38	71	119	178	117	119	117	
자본총계	320	365	415	522	408	415	436	
자본총계(지배)	320	365	415	522	408	415	436	
자본총계(비지배)								
자본금	60	60	61	60	60	61	61	
영업활동현금흐름	35	44	50	224	18	19	25	
투자활동현금흐름	-214	-15	-67	-172	-2	-20	-18	
재무활동현금흐름	206	4	17	3	2	4	-2	
CAPEX	23	0	7	0	2	1	0	
FCF	12	43	43	224	16	18	24	
이자발생부채	0	4	22		21	22	21	
영업이익률	20.47	20.02	18.78	22.06	15.68	29.70	21.27	22.57
순이익률	17.09	15.33	11.52	18.59	12.27	6.35	18.20	
ROE(%)	23.42		12.44	22.30	13.74	12.44	14.03	
ROA(%)	19.99		10.00	16.93	11.09	10.00	11.22	
부채비율	11.80	19.49	28.73	34.10	28.62	28.73	26.91	
자본유보율	439.20	513.62	589.51		585.06	589.51	626.98	
EPS(원)	442	408	403	851	133	46	187	175
PER(배)	15.96	34.65	48.31	31.72	31.69	48.31	41.46	
BPS(원)	2,664	3,042	3,398	4,275	3,398	3,398	3,575	
PBR(배)	2.65	4.65	5.72	6.32	4.06	5.72	5.48	
현금DPS(원)	0	0		0	0			
현금배당수익률	0.00	0.00		0.00				
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	12,041,343	12,041,343	12,275,111		12,041,343	12,275,111	12,275,111	
