	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	365	349	361		89	81	127	
영업이익	-14	-60	-47		-13	-15	-9	
영업이익(발표기준)	-14	-60	-47		-13	-15	-9	
세전계속사업이익	486	-147	-172		-17	-23	-123	
당기순이익	337	-145	-164		-9	-22	-123	
당기순이익(지배)	378	-145	-161		-9	-21	-122	
당기순이익(비지배)								
자산총계	970	634	790		919	892	790	
부채총계	214	191	295		281	275	295	
자본총계	756	443	495		638	616	495	
자본총계(지배)	756	443	498		639	618	498	
자본총계(비지배)								
자본금	128	128	128		128	128	128	
영업활동현금흐름	-52	-93	8		-29	-15	8	
투자활동현금흐름	132	-139	20		33	6	8	
재무활동현금흐름	-112	101	-27		0	-4	-24	
CAPEX	12	1	1		0	1	0	
FCF	-64	-94	7		-29	-16	8	
이자발생부채	0	107	164		183	182	164	
영업이익률	-3.83	-17.04	-13.12		-14.77	-18.34	-7.08	
순이익률	92.39	-41.38	-45.52		-10.45	-27.66	-97.15	
ROE(%)	60.93	-24.10						
ROA(%)	36.28	-18.01						
부채비율	28.31	43.08	59.67		44.05	44.67	59.67	
자본유보율	509.26	289.37	303.63		415.01	398.32	303.63	
EPS(원)	1,321	-566	-632		-35	-83	-476	
PER(배)	2.80	N/A	N/A				N/A	
BPS(원)	2,964	1,789	2,007		2,578	2,493	2,007	
PBR(배)	1.25	2.25	2.19		1.59	1.93	2.19	
현금DPS(원)	0	0			0	0		
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	25,514,093	25,514,093	25,575,083		25,514,093	25,514,093	25,575,083	
