	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	686	952	846		224	179	224	
영업이익	47	91	-53		-2	-3	-65	
영업이익(발표기준)	47	91	-53		-2	-3	-65	
세전계속사업이익	48	80	-91		-4	-7	-98	
당기순이익	39	64	-78		-5	-7	-80	
당기순이익(지배)	39	64	-66		3	-3	-80	
당기순이익(비지배)								
자산총계	1,028	1,249	1,130		1,359	1,362	1,130	
부채총계	509	677	606		757	774	606	
자본총계	519	572	524		601	588	524	
자본총계(지배)	519	572	523		597	587	523	
자본총계(비지배)								
자본금	49	49	53		51	51	53	
영업활동현금흐름	0	-177	213		52	10	150	
투자활동현금흐름	-303	63	-127		-81	-41	-5	
재무활동현금흐름	332	126	-69		-18	39	-90	
CAPEX	188	17	111		60	46	5	
FCF	-189	-194	102		-7	-36	145	
이자발생부채	348	473	463		511	569	463	
영업이익률	6.84	9.59	-6.28		-0.82	-1.83	-28.95	
순이익률	5.64	6.72	-9.17		-2.20	-3.86	-35.81	
ROE(%)	7.73	11.74						
ROA(%)	4.79	5.62						
부채비율	98.13	118.28	115.77		125.87	131.70	115.77	
자본유보율	992.21	1,101.13	930.85		1,098.24	1,092.21	930.85	
EPS(원)	392	649	-652		26	-30	-776	
PER(배)	10.35	6.40	N/A					
BPS(원)	5,422	5,984	5,134		5,990	6,000	5,134	
PBR(배)	0.75	0.69	0.71		0.73	0.62	0.71	
현금DPS(원)	80	120			0	0		
현금배당수익률	1.97	2.89						
현금배당성향(%)	19.78	17.93			0.00	0.00		
발행주식수(보통주)	9,863,089	9,863,089	10,656,896		10,263,086	10,263,086	10,656,896	
