	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,958	2,206	2,565		670	607	775	
영업이익	132	117	69		32	45	-18	
영업이익(발표기준)	132	117	69		32	45	-18	
세전계속사업이익	137	109	-8		44	47	-109	
당기순이익	137	109	127		44	47	26	
당기순이익(지배)	139	118	135		46	50	27	
당기순이익(비지배)	-1							
자산총계	1,537	1,862	1,916		1,912	1,962	1,916	
부채총계	894	1,108	1,055		1,104	1,115	1,055	
자본총계	643	754	861		808	847	861	
자본총계(지배)	637	757	871		815	856	871	
자본총계(비지배)	6							
자본금	530	530	530		530	530	530	
영업활동현금흐름	11	-50	287		255	-124	243	
투자활동현금흐름	-27	-169	-193		-86	-65	-30	
재무활동현금흐름	93	179	28		-79	108	-95	
CAPEX	1	2	1		1		0	
FCF	10	-52	286		255	-124	242	
이자발생부채	341	501	536		530	651	536	
영업이익률	6.72	5.31	2.70		4.81	7.46	-2.26	
순이익률	7.01	4.96	4.96		6.56	7.73	3.37	
ROE(%)		16.89	16.55		17.30	15.47	16.55	
ROA(%)		6.43	6.74		6.92	6.39	6.74	
부채비율	139.04	146.87	122.62		136.67	131.68	122.62	
자본유보율	19.58	41.84	67.03		52.62	62.12	67.03	
EPS(원)	1,376	1,170	1,338		456	493	265	
PER(배)	4.20	3.51	3.14		2.98	3.19	3.14	
BPS(원)	6,331	7,521	9,075		8,093	8,685	9,075	
PBR(배)	0.91	0.55	0.46		0.47	0.45	0.46	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	10,068,027	10,068,027	10,068,027		10,068,027	10,068,027	10,068,027	
