	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	84	187	229		14	6	183	
영업이익	6	129	133		6	-4	118	
영업이익(발표기준)	6	129	133		6	-4	118	
세전계속사업이익	6	125	133		6	-4	118	
당기순이익	36	98	106		5	-6	94	
당기순이익(지배)	36	98	106		5	-6	94	
당기순이익(비지배)								
자산총계	608	716	831		734	724	831	
부채총계	10	61	76		67	67	76	
자본총계	598	654	755		667	658	755	
자본총계(지배)	598	654	755		667	658	755	
자본총계(비지배)								
자본금	420	420	420		420	420	420	
영업활동현금흐름	159	-92	-9		26	-12	19	
투자활동현금흐름	-25	-82	-2		77	0	-109	
재무활동현금흐름	-38	35	-9		-8	0	0	
CAPEX	1							
FCF								
이자발생부채	0	0	0		0	0	0	
영업이익률	7.04	68.65	57.96		40.50	-68.30	64.81	
순이익률	42.51	52.34	46.41		39.18	-101.93	51.74	
ROE(%)	6.12		15.11			17.31	15.11	
ROA(%)	5.89		13.76			15.69	13.76	
부채비율	1.64	9.40	10.09		10.01	10.12	10.09	
자본유보율	51.61	64.96	89.01		68.10	65.86	89.01	
EPS(원)	43	117	127		6	-7	112	
PER(배)	78.59	22.19	19.88		30.58	21.93	19.88	
BPS(원)	785	859	991		876	864	991	
PBR(배)	4.27	3.02	2.54		4.58	3.21	2.54	
현금DPS(원)	20	10						
현금배당수익률	0.60	0.39						
현금배당성향(%)	42.48	7.77			0.00	0.00		
발행주식수(보통주)	84,000,000	84,000,000	84,000,000		84,000,000			
