	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	264	306	336		70	110	112	
영업이익	-34	-48	-16		-6	6	9	
영업이익(발표기준)	-34	-48	-16		-6	6	9	
세전계속사업이익	-43	-66	-124		-7	-95	22	
당기순이익	-42	-66	-136		-7	-107	22	
당기순이익(지배)	-42	-66	-128		-6	-102	19	
당기순이익(비지배)								
자산총계	606	600	851		677	851	825	
부채총계	376	335	464		310	464	402	
자본총계	230	265	387		367	387	423	
자본총계(지배)	230	265	273		369	273	302	
자본총계(비지배)								
자본금	60	81	130		130	130	130	
영업활동현금흐름	-15	-37	-18		-9	12	25	
투자활동현금흐름	-85	-16	-132		-11	-114	-28	
재무활동현금흐름	47	65	183		-9	88	29	
CAPEX	87	9	27		14	6	6	
FCF	-102	-46	-46		-23	6	19	
이자발생부채	307	282	308		226	308	201	
영업이익률	-12.92	-15.67	-4.62		-9.28	5.38	8.07	
순이익률	-15.85	-21.66	-40.31		-10.44	-97.23	20.00	
ROE(%)	-18.55		-47.55			-47.55	-28.53	
ROA(%)	-7.05		-18.67			-18.67	-13.69	
부채비율	163.19	126.49	119.97		84.48	119.97	95.06	
자본유보율	284.39	227.11	110.09		184.63	110.09	119.06	
EPS(원)	-273	-365	-530		-25	-393	73	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,441	1,424	1,050		1,423	1,050	1,165	
PBR(배)	2.72	1.31	2.33		2.39	2.33	1.74	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00			0.00			
발행주식수(보통주)	15,990,993	18,619,742	25,967,013		25,967,013	25,967,013	25,967,013	
