	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	240	196	162		46	45	31	
영업이익	-2	3	-29		-14	-3	-7	
영업이익(발표기준)	-2	3	-29		-14	-3	-7	
세전계속사업이익	-24	-20	-32		-24	0	-9	
당기순이익	-23	-20	-28		-23	0	-5	
당기순이익(지배)	-22	-20	-25		-25	0	-4	
당기순이익(비지배)	-1							
자산총계	510	476	505		516	472	505	
부채총계	404	233	238		251	208	238	
자본총계	106	244	267		264	264	267	
자본총계(지배)	106	244	266		261	262	266	
자본총계(비지배)	0							
자본금	36	52	55		55	55	55	
영업활동현금흐름	1	-1	-7		-1	-11	4	
투자활동현금흐름	-57	-6	11		11	36	-2	
재무활동현금흐름	54	16	36		-23	-30	48	
CAPEX	49	13	6		1	1	1	
FCF	-47	-13	-13		-2	-12	3	
이자발생부채	335	209	197		208	178	197	
영업이익률	-0.66	1.68	-18.18		-30.11	-7.01	-23.36	
순이익률	-9.69	-10.16	-17.02		-50.33	-0.14	-17.57	
ROE(%)		-11.44	-9.72		-17.49	-16.88	-9.72	
ROA(%)		-4.03	-5.62		-8.80	-9.04	-5.62	
부채비율	380.55	95.52	89.19		94.99	78.57	89.19	
자본유보율	198.88	367.21	382.23		372.04	372.62	382.23	
EPS(원)	-73	-44	-45		-45	1	-7	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	299	467	479		472	473	479	
PBR(배)	2.68	3.75	2.49		3.64	2.48	2.49	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	35,627,368	52,181,840	55,395,980		55,395,980	55,395,980	55,395,980	
