	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	3,121	3,001	2,701		696	651	691	
영업이익	-27	95	134		43	29	28	
영업이익(발표기준)	-27	95	134		43	29	28	
세전계속사업이익	-38	91	138		45	30	30	
당기순이익	-30	106	108		38	26	17	
당기순이익(지배)	-30	106	108		38	26	17	
당기순이익(비지배)								
자산총계	2,077	2,187	2,122		2,186	2,096	2,122	
부채총계	784	784	617		711	602	617	
자본총계	1,292	1,403	1,505		1,474	1,494	1,505	
자본총계(지배)	1,292	1,403	1,505		1,474	1,494	1,505	
자본총계(비지배)								
자본금	533	542	542		542	542	542	
영업활동현금흐름	17	163	289		58	86	67	
투자활동현금흐름	-23	-310	-61		-5	-8	-53	
재무활동현금흐름	18	128	-215		-68	-79	-10	
CAPEX	53	290	37		7	8	16	
FCF	-35	-127	252		51	78	50	
이자발생부채	372	487	288		376	298	288	
영업이익률	-0.88	3.17	4.96		6.21	4.46	4.04	
순이익률	-0.95	3.54	4.00		5.46	3.93	2.43	
ROE(%)	-2.22	7.88	7.42		9.13	8.87	7.42	
ROA(%)	-1.42	4.98	5.01		5.93	5.92	5.01	
부채비율	60.68	55.85	40.99		48.26	40.32	40.99	
자본유보율	151.93	169.11	188.03		181.06	185.70	188.03	
EPS(원)	-28	99	100		35	24	15	
PER(배)	N/A	11.24	11.15		11.24	9.51	11.15	
BPS(원)	1,276	1,361	1,460		1,430	1,449	1,460	
PBR(배)	0.66	0.82	0.76		0.93	0.77	0.76	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	106,584,898	108,394,549	108,394,549		108,394,549	108,394,549	108,394,549	
