	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	279	364	474		111	116	139	
영업이익	4	43	72		22	20	14	
영업이익(발표기준)	4	43	72		22	20	14	
세전계속사업이익	2	42	70		22	20	12	
당기순이익	1	36	61		18	17	12	
당기순이익(지배)	1	36	61		19	17	12	
당기순이익(비지배)								
자산총계	628	710	755		757	769	755	
부채총계	200	257	257		283	279	257	
자본총계	428	453	498		474	491	498	
자본총계(지배)	428	452	497		473	490	497	
자본총계(비지배)								
자본금	23	23	34		34	34	34	
영업활동현금흐름	47	67	113		50	10	26	
투자활동현금흐름	-157	-68	-86		-18	-23	-34	
재무활동현금흐름	46	12	-7		4	-2	-9	
CAPEX	199	49	89		26	16	37	
FCF	-152	18	24		23	-5	-11	
이자발생부채	147	159	176		174	168	176	
영업이익률	1.36	11.91	15.21		19.66	17.45	9.83	
순이익률	0.32	9.96	12.83		16.51	14.36	8.41	
ROE(%)	0.21	8.26	12.94		11.23	13.96	12.94	
ROA(%)	0.15	5.43	8.31		7.31	8.96	8.31	
부채비율	46.72	56.73	51.68		59.85	56.76	51.68	
자본유보율	1,773.75	1,873.40	1,360.08		1,275.11	1,323.39	1,360.08	
EPS(원)	13	524	886		267	239	173	
PER(배)	514.31	11.25	11.28		12.87	10.66	11.28	
BPS(원)	6,176	6,524	7,229		6,828	7,085	7,229	
PBR(배)	1.06	0.90	1.38		1.38	1.41	1.38	
현금DPS(원)	0	66	30		0	0	30	
현금배당수익률	0.00	1.12	0.30		0.00	0.00		
현금배당성향(%)	0.00	12.61	3.33		0.00	0.00	17.06	
발행주식수(보통주)	6,927,600	6,927,600	6,927,600		6,927,600	6,927,600	6,927,600	
