	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	270	257	344		104	97	74	
영업이익	-18	-35	7		10	5	-8	
영업이익(발표기준)	-18	-35	7		10	5	-8	
세전계속사업이익	-42	-49	8		11	4	-6	
당기순이익	-39	-45	8		9	6	-6	
당기순이익(지배)	-36	-44	9		9	6	-6	
당기순이익(비지배)	-3							
자산총계	413	358	374		369	374	401	
부채총계	44	39	47		47	47	79	
자본총계	369	319	327		322	327	322	
자본총계(지배)	367	319	328		322	328	322	
자본총계(비지배)	2							
자본금	42	42	42		42	42	42	
영업활동현금흐름	17	-18	2		13	22	-7	
투자활동현금흐름	-16	7	8		-4	1	-34	
재무활동현금흐름	-2	0	-2		0	-1	30	
CAPEX	7	14	3		2	0	1	
FCF	10	-32	-1		12	23	-8	
이자발생부채	6	5	6		6	6	36	
영업이익률	-6.61	-13.76	1.95		9.51	5.60	-10.42	
순이익률	-14.28	-17.51	2.42		8.48	6.10	-7.86	
ROE(%)	-9.25	-12.82	2.71		-8.94	2.71	3.26	
ROA(%)	-8.96	-11.67	2.27		-8.03	2.28	2.60	
부채비율	11.79	12.12	14.27		14.63	14.27	24.65	
자본유보율	783.20	667.94	688.26		674.61	688.26	674.84	
EPS(원)	-430	-529	106		104	72	-67	
PER(배)	N/A	N/A	45.95		N/A	45.95	23.97	
BPS(원)	4,414	3,841	3,942		3,874	3,942	3,875	
PBR(배)	1.07	0.62	1.23		0.76	1.23	0.77	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	8,312,766	8,312,766	8,312,766		8,312,766	8,312,766	8,312,766	
