	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	737	613	552		124	139	186	
영업이익	95	-52	10		8	9	4	
영업이익(발표기준)	95	-52	10		8	9	4	
세전계속사업이익	106	-54	7		7	10	2	
당기순이익	82	-43	5		4	10	0	
당기순이익(지배)	82	-43	5		4	10	0	
당기순이익(비지배)								
자산총계	1,428	1,307	1,209		1,338	1,247	1,209	
부채총계	341	275	185		318	217	185	
자본총계	1,087	1,032	1,025		1,020	1,030	1,025	
자본총계(지배)	1,087	1,032	1,025		1,020	1,030	1,025	
자본총계(비지배)								
자본금	219	219	219		219	219	219	
영업활동현금흐름	294	-10	180		83	67	31	
투자활동현금흐름	-57	-22	-14		-52	39	-1	
재무활동현금흐름	-171	-23	-127		-16	-94	-33	
CAPEX	54	30	4		1	2	1	
FCF	240	-40	176		83	65	30	
이자발생부채	161	153	39		170	79	39	
영업이익률	12.84	-8.53	1.79		6.61	6.16	1.91	
순이익률	11.18	-7.00	0.88		2.88	7.16	0.24	
ROE(%)	7.84	-4.04	0.47		-2.90	-1.47	0.47	
ROA(%)	5.50	-3.13	0.39		-2.19	-1.17	0.39	
부채비율	31.32	26.68	18.00		31.14	21.07	18.00	
자본유보율	404.84	379.47	376.32		374.12	378.64	376.32	
EPS(원)	376	-196	22		16	45	2	
PER(배)	11.68	N/A	213.13		N/A	N/A	213.13	
BPS(원)	5,290	5,020	4,987		4,963	5,011	4,987	
PBR(배)	0.83	0.64	0.95		0.84	0.61	0.95	
현금DPS(원)	50		30		0	0	30	
현금배당수익률	1.14		0.63					
현금배당성향(%)	12.47	-14.39	126.87		0.00	0.00	1,363.45	
발행주식수(보통주)	21,900,000	21,900,000	21,900,000		21,900,000	21,900,000	21,900,000	
