	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	886	1,970	1,667		427	398	488	
영업이익	-130	-21	48		9	25	36	
영업이익(발표기준)	-130	-21	48		9	25	36	
세전계속사업이익	-153	-24	52		14	25	27	
당기순이익	-140	-18	38		12	20	19	
당기순이익(지배)	-140	-18	37		11	19	18	
당기순이익(비지배)	0							
자산총계	3,008	3,145	3,507		2,955	3,162	3,507	
부채총계	1,858	2,020	2,342		1,826	2,014	2,342	
자본총계	1,149	1,125	1,165		1,129	1,148	1,165	
자본총계(지배)	1,149	1,125	1,164		1,128	1,147	1,164	
자본총계(비지배)	0							
자본금	470	470	470		470	470	470	
영업활동현금흐름	420	532	273		48	262	163	
투자활동현금흐름	-723	-299	-91		-5	-48	-10	
재무활동현금흐름	767	1	-20		-5	-7	-1	
CAPEX	3	6	4		3	1	1	
FCF	418	526	269		45	261	162	
이자발생부채	62	69	131		133	127	131	
영업이익률	-14.64	-1.05	2.89		2.08	6.16	7.30	
순이익률	-15.83	-0.89	2.31		2.75	4.92	3.86	
ROE(%)	-16.54	-1.58	3.24		-0.31	1.41	3.24	
ROA(%)	-7.34	-0.57	1.16		-0.10	0.56	1.16	
부채비율	161.72	179.56	201.03		161.70	175.37	201.03	
자본유보율	143.61	142.98	153.61		146.18	150.29	153.61	
EPS(원)	-189	-19	39		12	21	19	
PER(배)	N/A	N/A	38.80		N/A	83.16	38.80	
BPS(원)	1,234	1,207	1,249		1,211	1,231	1,249	
PBR(배)	2.19	1.67	1.23		1.41	1.15	1.23	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	94,041,026	94,061,026	94,061,026		94,061,026	94,061,026	94,061,026	
