	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,671	1,602	1,315		372	337	317	
영업이익	86	124	-5		-9	-13	7	
영업이익(발표기준)	86	124	-5		-9	-13	7	
세전계속사업이익	58	103	9		-19	-14	30	
당기순이익	56	109	-3		-22	-14	25	
당기순이익(지배)	56	110	-10		-25	-14	24	
당기순이익(비지배)	0							
자산총계	1,309	1,473	1,549		1,389	1,377	1,549	
부채총계	556	356	441		295	293	441	
자본총계	753	1,118	1,108		1,094	1,084	1,108	
자본총계(지배)	752	904	880		872	858	880	
자본총계(비지배)	1							
자본금	79	79	79		79	79	79	
영업활동현금흐름	29	148	-1		-48	42	20	
투자활동현금흐름	-38	-192	42		67	86	-32	
재무활동현금흐름	1	143	140		-13	-3	171	
CAPEX	16	11	13		1	2	7	
FCF	13	137	-14		-49	39	13	
이자발생부채	193	45	168		40	38	168	
영업이익률	5.13	7.72	-0.35		-2.38	-3.86	2.29	
순이익률	3.36	6.81	-0.20		-5.88	-4.17	7.86	
ROE(%)	7.75	13.22	-1.12		1.25	-6.62	-1.12	
ROA(%)	4.57	7.84	-0.17		1.23	-3.80	-0.17	
부채비율	73.75	31.83	39.78		27.01	27.07	39.78	
자본유보율	904.01	1,023.05	1,017.81		979.94	961.76	1,017.81	
EPS(원)	358	694	-63		-157	-91	151	
PER(배)	8.07	6.68	N/A		78.74	N/A	N/A	
BPS(원)	5,021	6,120	5,945		5,888	5,795	5,945	
PBR(배)	0.58	0.76	0.56		0.90	0.75	0.56	
현금DPS(원)	75	100						
현금배당수익률	2.60	2.16						
현금배당성향(%)	19.90	13.49	0.00		0.00	0.00	0.00	
발행주식수(보통주)	15,772,574	15,772,574	15,772,574		15,772,574	15,772,574	15,772,574	
