	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	387	546	268		54	60	91	
영업이익	154	157	48		11	9	19	
영업이익(발표기준)	154	157	48		11	9	19	
세전계속사업이익	138	193	81		20	27	15	
당기순이익	110	153	66		15	21	11	
당기순이익(지배)	110	153	66		15	21	11	
당기순이익(비지배)	0							
자산총계	881	819	873		861	870	873	
부채총계	267	50	56		72	60	56	
자본총계	614	770	817		789	810	817	
자본총계(지배)	613	770	817		789	810	817	
자본총계(비지배)	1							
자본금	37	38	75		75	75	75	
영업활동현금흐름	157	89	38		2	-8	21	
투자활동현금흐름	-373	-34	-42		-49	33	-22	
재무활동현금흐름	254	3	-33		-15	-1	-16	
CAPEX	8	23	67		2	27	6	
FCF	149	67	-28		0	-34	15	
이자발생부채	4	0	3		3	4	3	
영업이익률	39.83	28.68	17.97		20.93	15.50	21.28	
순이익률	28.40	27.98	24.80		28.83	34.87	12.63	
ROE(%)	25.67	22.10	8.37		13.61	11.06	8.37	
ROA(%)	18.32	17.98	7.85		11.75	10.05	7.85	
부채비율	43.39	6.47	6.84		9.10	7.44	6.84	
자본유보율	1,560.03	1,967.45	1,002.27		956.83	984.43	1,002.27	
EPS(원)	832	1,030	441		103	138	76	
PER(배)	28.52	9.19	20.91		17.59	13.85	20.91	
BPS(원)	4,161	5,120	5,490		5,242	5,383	5,490	
PBR(배)	5.70	1.85	1.68		2.27	1.47	1.68	
현금DPS(원)	0	100	100		0	0	100	
현금배당수익률	0.00	1.06	1.08					
현금배당성향(%)	0.00	9.84	22.40		0.00	0.00	129.74	
발행주식수(보통주)	14,732,180	15,032,180	15,050,580		15,050,580	15,050,580	15,050,580	
