	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,010	775	1,301		316	395	413	
영업이익	20	-15	53		6	44	54	
영업이익(발표기준)	20	-15	53		6	44	54	
세전계속사업이익	-9	-30	36		-1	36	52	
당기순이익	-11	-31	35		-1	35	48	
당기순이익(지배)	-11	-31	35		-1	35	48	
당기순이익(비지배)								
자산총계	1,281	1,330	1,564		1,564	1,564	1,683	
부채총계	1,164	1,203	1,250		1,283	1,250	1,321	
자본총계	116	127	314		281	314	362	
자본총계(지배)	116	127	314		281	314	362	
자본총계(비지배)								
자본금	203	228	228		228	228	228	
영업활동현금흐름	-75	-20	116		6	53	13	
투자활동현금흐름	1	-6	-45		11	-19	-41	
재무활동현금흐름	10	42	-51		0	-52	0	
CAPEX	2	3	13		5	1	2	
FCF	-76	-23	103		1	52	11	
이자발생부채	758	756	678		730	678	678	
영업이익률	1.96	-1.88	4.10		1.94	11.21	13.10	
순이익률	-1.07	-3.98	2.70		-0.39	8.93	11.49	
ROE(%)	-9.38	-25.39	15.92		-0.14	15.92	29.12	
ROA(%)	-0.79	-2.36	2.43		-0.02	2.43	4.76	
부채비율	1,003.54	948.70	397.94		455.86	397.94	364.91	
자본유보율	-35.77	-36.93	-31.02		-44.66	-31.02	-10.17	
EPS(원)	-27	-73	77		-3	77	104	
PER(배)	N/A	N/A	10.39		N/A	10.39	3.67	
BPS(원)	286	278	690		618	690	795	
PBR(배)	3.42	2.55	1.16		1.36	1.16	0.73	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	40,545,960	45,573,661	45,573,661		45,573,661	45,573,661	45,573,661	
