	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	50	105	89		22	25	16	
영업이익	-18	11	-19		-4	-6	-7	
영업이익(발표기준)	-18	11	-19		-4	-6	-7	
세전계속사업이익	-18	13	-7		-2	-3	-2	
당기순이익	-18	13	-7		-2	-3	-2	
당기순이익(지배)	-18	13	-7		-2	-3	-2	
당기순이익(비지배)								
자산총계	74	529	518		540	521	518	
부채총계	30	38	37		42	37	37	
자본총계	44	491	481		498	485	481	
자본총계(지배)	44	491	481		498	485	481	
자본총계(비지배)								
자본금	31	39	40		40	40	40	
영업활동현금흐름	-1	10	-26		-2	-24	10	
투자활동현금흐름	9	-431	8		-2	13	0	
재무활동현금흐름		434	5		-2	1	-2	
CAPEX	2	3	22		1	3	15	
FCF	-2	7	-47		-4	-27	-5	
이자발생부채	0	0	8		11	9	8	
영업이익률	-36.22	10.29	-21.03		-19.07	-22.88	-43.33	
순이익률	-36.05	12.80	-7.85		-9.96	-11.83	-10.53	
ROE(%)	-34.28	5.04	-1.44			0.27	-1.44	
ROA(%)	-22.30	4.47	-1.33			0.25	-1.33	
부채비율	67.03	7.75	7.71		8.47	7.58	7.71	
자본유보율	20.99	1,137.24	1,089.47		1,137.89	1,098.80	1,089.47	
EPS(원)	-295	199	-87		-27	-37	-20	
PER(배)		163.88	N/A		422.57	1,921.36	N/A	
BPS(원)	721	6,349	6,076		6,328	6,123	6,076	
PBR(배)	0.00	5.13	7.11		5.33	5.14	7.11	
현금DPS(원)	0	0			0	0		
현금배당수익률		0.00						
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	6,125,444	7,847,126	8,035,576		7,982,376	8,035,576	8,035,576	
