	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	479	466	549		149	150	94	
영업이익	-1	42	54		17	11	9	
영업이익(발표기준)	-1	42	54		17	11	9	
세전계속사업이익	4	42	6		-19	-2	13	
당기순이익	-7	43	4		-19	1	11	
당기순이익(지배)	-7	43	4		-19	1	11	
당기순이익(비지배)								
자산총계	242	281	428		402	428	408	
부채총계	126	112	141		115	141	96	
자본총계	116	169	286		287	286	312	
자본총계(지배)	116	169	286		287	286	312	
자본총계(비지배)								
자본금	56	59	34		34	34	35	
영업활동현금흐름	12	64	57			15	-19	
투자활동현금흐름	-3	-22	-19			-36	12	
재무활동현금흐름	-20	-12	-8			0	9	
CAPEX	1	0	4			3	0	
FCF	11	64	53		0	12	-19	
이자발생부채	81	52	52		52	52	46	
영업이익률	-0.25	9.08	9.88		11.44	7.51	10.01	
순이익률	-1.43	9.21	0.81		-12.91	0.88	11.33	
ROE(%)		30.07	1.96					
ROA(%)		16.41	1.26					
부채비율	107.99	66.27	49.46		40.16	49.46	30.74	
자본유보율	117.16	193.03	727.45		730.39	727.45	767.13	
EPS(원)	-30	149	14		-57	4	30	
PER(배)			207.09					
BPS(원)	455	531	845		848	845	882	
PBR(배)			3.34		2.99	3.34	2.20	
현금DPS(원)	0	0	0		0	0		
현금배당수익률		0.00	0.00					
현금배당성향(%)		0.00			0.00			
발행주식수(보통주)	22,435,628	30,701,822	33,873,125		33,873,125	33,873,125	35,362,834	
