	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	333	293	286		63	71	59	
영업이익	39	12	-2		-1	-7	1	
영업이익(발표기준)	39	12	-2		-1	-7	1	
세전계속사업이익	38	12	-2		-1	-7	1	
당기순이익	30	10	-1		-1	-5	1	
당기순이익(지배)	30	10	-1		-1	-5	1	
당기순이익(비지배)								
자산총계	476	473	534		539	534	528	
부채총계	65	61	60		61	60	60	
자본총계	411	412	473		478	473	468	
자본총계(지배)	411	412	473		478	473	468	
자본총계(비지배)								
자본금	55	55	55		55	55	55	
영업활동현금흐름	20	-4	9		3	4	-1	
투자활동현금흐름	-12	-6	-65		-5	-6	0	
재무활동현금흐름	-15	2	64		2	3	-1	
CAPEX	10	11	13		5	5	0	
FCF	10	-15	-4		-2	-2	-2	
이자발생부채	5	15	9		7	9	8	
영업이익률	11.71	4.06	-0.55		-1.90	-9.44	1.00	
순이익률	8.94	3.46	-0.36		-1.37	-7.54	0.95	
ROE(%)	7.49	2.46	-0.23		0.63	-0.23	-1.04	
ROA(%)	6.42	2.13	-0.21		0.55	-0.21	-0.92	
부채비율	15.86	14.83	12.74		12.81	12.74	12.73	
자본유보율	709.11	711.15	753.71		762.29	753.71	744.71	
EPS(원)	269	91	-9		-8	-48	5	
PER(배)	11.10	48.64	N/A		256.29	N/A	N/A	
BPS(원)	4,056	4,067	4,269		4,311	4,269	4,224	
PBR(배)	0.73	1.09	1.39		1.50	1.39	0.98	
현금DPS(원)	75	50	50		0	50		
현금배당수익률	2.52	1.13	0.84					
현금배당성향(%)	25.51	50.03	-536.32		0.00	-103.59		
발행주식수(보통주)	11,090,000	11,090,000	11,090,000		11,090,000	11,090,000	11,090,000	
