	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	0	0	0		0	0	0	
영업이익	0	-1	-1		0	0	0	
영업이익(발표기준)	0	-1	-1		0	0	0	
세전계속사업이익	0	0	0		0	0	0	
당기순이익	0	0	0		0	0	0	
당기순이익(지배)	0	0	0		0	0	0	
당기순이익(비지배)	0							
자산총계	78	79	79		79	79	79	
부채총계	12	12	13		12	13	13	
자본총계	66	66	67		67	67	67	
자본총계(지배)	66	66	67		67	67	67	
자본총계(비지배)								
자본금	4	4	4		4	4	4	
영업활동현금흐름	0	0	1		0	0	1	
투자활동현금흐름	-63	-11	-1		0	0	-1	
재무활동현금흐름	78	0	0		0	0	0	
CAPEX								
FCF								
이자발생부채	11	12	12		12	12	12	
영업이익률								
순이익률								
ROE(%)		0.34	0.62		0.53	0.58	0.62	
ROA(%)		0.29	0.52		0.45	0.49	0.52	
부채비율	17.82	18.27	18.69		18.67	18.86	18.69	
자본유보율	1,796.40	1,802.80	1,814.58		1,806.71	1,809.39	1,814.58	
EPS(원)	-43	6	12		2	3	5	
PER(배)	N/A	319.47	173.59		210.79	193.37	173.59	
BPS(원)	1,896	1,903	1,915		1,907	1,909	1,915	
PBR(배)	1.05	1.07	1.07		1.12	1.11	1.07	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	3,495,000	3,495,000	3,495,000		3,495,000	3,495,000	3,495,000	
