	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,417	2,127	2,779	3,690				
영업이익	103	145	165	248				
영업이익(발표기준)	103	145	165					
세전계속사업이익	108	137	161	259				
당기순이익	84	107	124	185				
당기순이익(지배)	84	107	124	185				
당기순이익(비지배)								
자산총계	924	1,377	2,785	3,100	2,128		2,785	
부채총계	650	995	1,333	1,470	1,189		1,333	
자본총계	274	382	1,451	1,630	939		1,451	
자본총계(지배)	274	382	1,451	1,630	939		1,451	
자본총계(비지배)								
자본금	111	111	268	270	180		268	
영업활동현금흐름	143	329	227	190				
투자활동현금흐름	-93	-245	-804	-195				
재무활동현금흐름	-61	18	917	-35				
CAPEX	5	7	13	20				
FCF	138	322	213	120	0		0	
이자발생부채	3	20	36		42		36	
영업이익률	7.25	6.82	5.93	6.73				
순이익률	5.93	5.04	4.47	5.01				
ROE(%)	32.76	32.67	13.56	12.01				
ROA(%)	9.97	9.31	5.97	6.29				
부채비율	237.37	260.44	91.88	90.18	126.52		91.88	
자본유보율	146.29	243.72	441.90		422.42		441.90	
EPS(원)	757	964	674	691				
PER(배)			8.47	8.09				
BPS(원)	2,463	3,437	5,419	6,086	5,224		5,419	
PBR(배)	0.00	0.00	1.05	0.92	0.00		1.05	
현금DPS(원)	0	0	100	100	0	0	100	
현금배당수익률			1.75	1.79				
현금배당성향(%)	0.00	0.00	21.54	14.48				
발행주식수(보통주)	11,118,160	11,118,160	26,782,520		17,982,520	17,982,520	26,782,520	
