	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	423	132	402		127	169	65	
영업이익	-7	-7	11		3	7	7	
영업이익(발표기준)	-7	-7	11		3	7	7	
세전계속사업이익	-15	-10	12		4	8	7	
당기순이익	-17	-10	11		4	8	7	
당기순이익(지배)	-17	-10	11		4	8	7	
당기순이익(비지배)								
자산총계	802	662	775		710	775	810	
부채총계	329	197	297		241	297	325	
자본총계	473	465	478		469	478	485	
자본총계(지배)	473	465	478		469	478	485	
자본총계(비지배)	0							
자본금	69	69	69		69	69	69	
영업활동현금흐름	12	-28	-130		-37	-68	15	
투자활동현금흐름	3	16	28		1	3	0	
재무활동현금흐름	120	-120	97		4	64	31	
CAPEX	0	0	1		0	1	0	
FCF	11	-28	-130		-37	-68	14	
이자발생부채	258	138	238		174	238	268	
영업이익률	-1.76	-5.25	2.67		2.74	4.42	10.63	
순이익률	-3.99	-7.85	2.82		3.38	4.67	10.03	
ROE(%)	-3.86	-2.21	2.40		-1.32	2.40	3.89	
ROA(%)	-2.25	-1.42	1.58		-0.93	1.58	2.46	
부채비율	69.43	42.43	62.15		51.34	62.15	67.04	
자본유보율	472.05	456.95	473.44		461.96	473.44	483.00	
EPS(원)	-165	-76	82		31	57	48	
PER(배)	N/A	N/A	63.18		N/A	63.18	26.84	
BPS(원)	3,445	3,380	3,478		3,414	3,478	3,529	
PBR(배)	1.21	1.09	1.50		1.18	1.50	1.02	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	13,742,997	13,742,997	13,742,997		13,742,997	13,742,997	13,742,997	
