	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	78	862	1,125		267	285	327	
영업이익	16	174	137		25	35	49	
영업이익(발표기준)	16	174	137		25	35	49	
세전계속사업이익	111	190	167		36	37	54	
당기순이익	967	167	139		32	29	45	
당기순이익(지배)	967	90	70		13	15	25	
당기순이익(비지배)								
자산총계	1,611	2,790	2,951		2,838	2,851	2,951	
부채총계	53	333	400		360	344	400	
자본총계	1,557	2,456	2,551		2,478	2,507	2,551	
자본총계(지배)	1,557	1,960	2,003		1,964	1,979	2,003	
자본총계(비지배)								
자본금	80	103	103		103	103	103	
영업활동현금흐름	-5	204	182		-60	45	187	
투자활동현금흐름	842	-433	242		214	95	-66	
재무활동현금흐름	-508	19	-45		-43	-1	-1	
CAPEX	1	8	1		1	0	0	
FCF	-6	196	180		-61	45	187	
이자발생부채	0	50	53		52	51	53	
영업이익률	20.15	20.21	12.17		9.51	12.24	15.07	
순이익률	1,243.97	19.33	12.37		11.92	10.15	13.81	
ROE(%)	51.78	5.12	3.53		5.12	4.65	3.53	
ROA(%)	47.03	7.58	4.85		6.75	5.80	4.85	
부채비율	3.42	13.56	15.70		14.53	13.72	15.70	
자본유보율	3,867.78	3,261.22	3,304.68		3,265.96	3,280.42	3,304.68	
EPS(원)	5,715	480	374		71	80	135	
PER(배)	1.21	16.62	53.82		89.51	52.56	53.82	
BPS(원)	12,945	11,867	12,132		11,838	11,987	12,132	
PBR(배)	0.53	0.67	1.66		3.98	2.12	1.66	
현금DPS(원)	0	150	130		0	0	130	
현금배당수익률	0.00	1.88	0.65					
현금배당성향(%)	0.00	27.52	30.67		0.00	0.00	84.84	
발행주식수(보통주)	16,076,045	18,696,628	18,696,628		18,696,628	18,696,628	18,696,628	
