	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,166	739	286		79	77	45	
영업이익	116	1	-121		-27	-15	-30	
영업이익(발표기준)	116	1	-121		-27	-15	-30	
세전계속사업이익	61	8	-1		4	58	-33	
당기순이익	31	19	18		2	72	-27	
당기순이익(지배)	31	19	18		2	72	-27	
당기순이익(비지배)								
자산총계	1,800	1,723	1,739		1,654	1,739	1,719	
부채총계	147	61	71		56	71	72	
자본총계	1,652	1,662	1,668		1,598	1,668	1,647	
자본총계(지배)	1,652	1,662	1,668		1,598	1,668	1,647	
자본총계(비지배)								
자본금	96	96	96		96	96	96	
영업활동현금흐름	102	-8	45		14	31	30	
투자활동현금흐름	-182	-303	-176		-98	-13	-31	
재무활동현금흐름	-72	-9						
CAPEX	85	13	2		72	-72	1	
FCF	17	-21	43		-59	103	29	
이자발생부채	0	0	0		0	0	0	
영업이익률	9.96	0.11	-42.37		-34.86	-19.46	-66.81	
순이익률	2.69	2.60	6.37		3.18	93.35	-60.70	
ROE(%)	1.86	1.16	1.09		-4.28	1.09	1.74	
ROA(%)	1.66	1.09	1.05		-4.07	1.05	1.67	
부채비율	8.92	3.68	4.25		3.51	4.25	4.37	
자본유보율	1,610.76	1,619.22	1,637.43		1,563.20	1,637.43	1,609.01	
EPS(원)	164	106	101		14	398	-151	
PER(배)	41.37	39.19	33.82		N/A	33.82	19.53	
BPS(원)	9,134	9,186	9,221		8,835	9,221	9,105	
PBR(배)	0.74	0.45	0.37		0.35	0.37	0.34	
현금DPS(원)	50							
현금배당수익률	0.74							
현금배당성향(%)	28.79	0.00	0.00		0.00	0.00		
발행주식수(보통주)	18,088,047	18,088,047	18,088,047		18,088,047	18,088,047	18,088,047	
